NODE_KEY,PRODUCT_ID,TYPE_CODE,CATEGORY,SUPPLIER_GUID_NODE_KEY,TAX_TARIF_CODE,MEASURE_UNIT,WEIGHT_MEASURE,WEIGHT_UNIT,CURRENCY_CODE,PRICE,WIDTH,DEPTH,HEIGHT,DIM_UNIT,DESCRIPTION
74867AD200E41EDBA5D8B06B26EDC052,HT-1050,PR,InkJetPrinters,74867AD200E41EDBA5D8B06885ADA052,1,EA,3.4,KG,RUB,139,41,41,28,CM,"4800dpix1200dpi-upto35ppm(mono)/upto34ppm(color)-capacity:250sheets-Hi-SpeedUSB,Ethernet"
74867AD200E41EDBA5D8B06B26EDE052,HT-1051,PR,InkJetPrinters,74867AD200E41EDBA5D8B06885ADC052,1,EA,1.9,KG,USD,99,46,32,25,CM,1000dpix1000dpi-upto35ppm(mono)/upto34ppm(color)-capacity:250sheets-Hi-SpeedUSB-excellentdimensionsforthesmalloffice
74867AD200E41EDBA5D8B06B26EE0052,HT-1052,PR,InkJetPrinters,74867AD200E41EDBA5D8B06885ADE052,1,EA,18,KG,EUR,170,41,41,28,CM,"4800dpix1200dpi-upto35ppm(mono)/upto34ppm(color)-capacity:250sheets-Hi-SpeedUSB2.0,Ethernet"
74867AD200E41EDBA5D8B06B26EE2052,HT-1055,PR,MultifunctionPrinters,74867AD200E41EDBA5D8B06885AE0052,1,EA,6.3,KG,EUR,99,55,45,29,CM,"1000dpix1000dpi-upto16ppm(mono)/upto15ppm(color)-capacity80sheets-scanner(21.26x297mm,1200dpix2400dpi)"
74867AD200E41EDBA5D8B06B26EE4052,HT-1056,PR,MultifunctionPrinters,74867AD200E41EDBA5D8B06885AE2052,1,EA,4.3,KG,JPY,119,51,41.3,22,CM,"1200dpix1200dpi-upto25ppm(mono)/upto24ppm(color)-capacity80sheets-scanner(21.26x297mm,2400dpix4800dpi,highresolution)"
74867AD200E41EDBA5D8B06B26EE6052,HT-1060,PR,Mice,74867AD200E41EDBA5D8B06885AE4052,1,EA,0.09,KG,EUR,9,6,14.5,3.5,CM,"CordlessOpticalUSBMice,Laptop,Color:Black,Plug&Play"
74867AD200E41EDBA5D8B06B26EE8052,HT-1061,PR,Mice,74867AD200E41EDBA5D8B06885AE6052,1,EA,0.09,KG,EUR,7,7,15,3.1,CM,"OpticalUSB,PS/2Mouse,Color:Blue,3-button-functionality(incl.Scrollwheel)"
74867AD200E41EDBA5D8B06B26EEA052,HT-1062,PR,Mice,74867AD200E41EDBA5D8B06885AE8052,1,EA,0.03,KG,ARS,11,3,7,4,CM,"OpticalUSBMouse,Color:Red,5-button-functionality(incl.Scrollwheel),Plug&Play"
74867AD200E41EDBA5D8B06B26EEC052,HT-1063,PR,Keyboards,74867AD200E41EDBA5D8B06885AEA052,1,EA,2.1,KG,BRL,14,50,21.2,3.5,CM,"ErgonomicUSBKeyboardforDesktop,Plug&Play"
74867AD200E41EDBA5D8B06B26EEE052,HT-1064,PR,Keyboards,74867AD200E41EDBA5D8B06885AEC052,1,EA,1.8,KG,CAD,16,52,25,3,CM,"CordedKeyboardwithspecialkeysforInternetUsability,USB"
74867AD200E41EDBA5D8B06B26EF0052,HT-1065,PR,Keyboards,74867AD200E41EDBA5D8B06885AEE052,1,EA,2.3,KG,CHF,26,51.4,23,4,CM,"CordedErgonomicKeyboardwithspecialkeysforMediaUsability,USB"
74867AD200E41EDBA5D8B06B26EF2052,HT-1066,PR,Mousepads,74867AD200E41EDBA5D8B06885AF0052,1,EA,80.33,G,USD,6.99,15,6,0.2,CM,NicemousepadwithITelOLogo
74867AD200E41EDBA5D8B06B26EF4052,HT-1067,PR,Mousepads,74867AD200E41EDBA5D8B06885AF2052,1,EA,80.33,G,EUR,8.99,15,6,0.2,CM,ErgonomicmousepadwithITelOLogo
74867AD200E41EDBA5D8B06B26EF6052,HT-1068,PR,Mousepads,74867AD200E41EDBA5D8B06885AF4052,1,EA,90.22,G,USD,12.99,24,24,0.6,CM,ITelOMousepadSpecialEdition
74867AD200E41EDBA5D8B06B26EF8052,HT-1069,PR,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885AF6052,1,EA,45.12,G,JPY,14,6,6,3,CM,Universalcardreader
74867AD200E41EDBA5D8B06B26EFA052,HT-1070,PR,GraphicCards,74867AD200E41EDBA5D8B06885AF8052,1,EA,0.255,KG,ARS,70.9,22,35,17,CM,ProctraX:PCI-EGDDR53072MB
74867AD200E41EDBA5D8B06B26EFC052,HT-1071,PR,GraphicCards,74867AD200E41EDBA5D8B06885AFA052,1,EA,0.3,KG,ZAR,81.7,22,35,17,CM,"GladiatorXLN:PCI-EGDDR53072MBDVIOut,TVOutlow-noise"
74867AD200E41EDBA5D8B06B26EFE052,HT-1072,PR,GraphicCards,74867AD200E41EDBA5D8B06885AFC052,1,EA,0.4,KG,USD,101.2,22,35,17,CM,HurricaneGX:PCI-E691GFLOPSgame-optimized
74867AD200E41EDBA5D8B06B26F00052,HT-1073,PR,GraphicCards,74867AD200E41EDBA5D8B06885AFE052,1,EA,0.4,KG,EUR,139.99,22,35,17,CM,"HurricaneGX/LN:PCI-E691GFLOPSgame-optimized,low-noise."
74867AD200E41EDBA5D8B06B26F02052,HT-1080,PR,Scanners,74867AD200E41EDBA5D8B06885B00052,1,EA,2.3,KG,INR,129,34,48,5,CM,Flatbedscanner-9.6009.600dpi-21.26x297mm-Hi-SpeedUSB-Bluetooth
74867AD200E41EDBA5D8B06B26F04052,HT-1081,PR,Scanners,74867AD200E41EDBA5D8B06885B02052,1,EA,2.4,KG,PLN,89,31,43,7,CM,Flatbedscanner-9.6009.600dpi-21.26x297mm-SCSIforbackwardcompatibility
74867AD200E41EDBA5D8B06B26F06052,HT-1082,PR,Scanners,74867AD200E41EDBA5D8B06885B04052,1,EA,3.2,KG,ARS,169,33,41,12,CM,Flatbedscanner-Letter-2400dpix2400dpi-21.26x297mm-add-onmodule
74867AD200E41EDBA5D8B06B26F08052,HT-1083,PR,Scanners,74867AD200E41EDBA5D8B06885B06052,1,EA,3.2,KG,CNY,189,35,40,10,CM,Flatbedscanner-A4-2400dpix2400dpi-21.26x297mm-add-onmodule
74867AD200E41EDBA5D8B06B26F0A052,HT-1085,PR,MultifunctionPrinters,74867AD200E41EDBA5D8B06885B08052,1,EA,23.2,KG,DKK,1499,45,42,22,CM,Copymaster
74867AD200E41EDBA5D8B06B26F0C052,HT-1090,PR,Speakers,74867AD200E41EDBA5D8B06885B0A052,1,EA,3,KG,EUR,39,12,10,16,CM,PCmultimediaspeakers-5Watt(Total)
74867AD200E41EDBA5D8B06B26F0E052,HT-1091,PR,Speakers,74867AD200E41EDBA5D8B06885AB2052,1,EA,1.4,KG,EUR,26,13,11,17.5,CM,PCmultimediaspeakers-10Watt(Total)-2-way
74867AD200E41EDBA5D8B06B26F10052,HT-1092,PR,Speakers,74867AD200E41EDBA5D8B06885AB4052,1,EA,2.1,KG,EUR,45,12.4,10.4,18.1,CM,PCmultimediaspeakers-optimizedforBlutooth/A2DP
74867AD200E41EDBA5D8B06B26F12052,HT-1100,PR,Software,74867AD200E41EDBA5D8B06885AB6052,1,EA,1.2,KG,USD,89.9,15,6.5,2.1,CM,"Completepackage,1User,OfficeApplications(wordprocessing,spreadsheet,presentations)"
74867AD200E41EDBA5D8B06B26F14052,HT-1101,PR,Software,74867AD200E41EDBA5D8B06885AB8052,1,EA,0.8,KG,EUR,79.9,14,6.7,24,CM,"Completepackage,1User,Imageediting,processing"
74867AD200E41EDBA5D8B06B26F16052,HT-1102,PR,Software,74867AD200E41EDBA5D8B06885ABA052,1,EA,0.8,KG,USD,69,16,6,27,CM,"Completepackage,1User,NetworkSoftwareUtilities,UsefulApplicationsandDocumentation"
74867AD200E41EDBA5D8B06B26F18052,HT-1103,PR,Software,74867AD200E41EDBA5D8B06885ABC052,1,EA,0.8,KG,EUR,77,11,3.4,22,CM,"Completepackage,1User,differentMultimediaapplications,playingmusic,watchingDVDs,onlywiththisSmartpackage"
74867AD200E41EDBA5D8B06B26F1A052,HT-1104,PR,Software,74867AD200E41EDBA5D8B06885ABE052,1,EA,1.1,KG,JPY,55,10,3,30,CM,"Completepackage,1User,variousgamesforamusement,logic,action,jump&run"
74867AD200E41EDBA5D8B06B26F1C052,HT-1105,PR,Software,74867AD200E41EDBA5D8B06885AC0052,1,EA,0.7,KG,EUR,29,16,4,21.2,CM,"Completepackage,1User,highlyrecommendedforinternetusersasanti-virusprotection"
74867AD200E41EDBA5D8B06B26F1E052,HT-1106,PR,Software,74867AD200E41EDBA5D8B06885AC2052,1,EA,0.9,KG,MXN,34,17.9,4.2,23.1,CM,"Completepackage,1User,recommendedforinternetusers,protectyourPCagainstcyber-crime"
74867AD200E41EDBA5D8B06B26F20052,HT-1107,PR,Software,74867AD200E41EDBA5D8B06885AC4052,1,EA,0.5,KG,ARS,29.9,12,1.5,19,CM,"Completepackage,1User,bringyourmoneyinyourmind,seewhatyouhaveandwhatyouwant"
74867AD200E41EDBA5D8B06B26F22052,HT-1110,PR,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885AC6052,1,EA,0.03,KG,USD,8.9,20,8,4.3,CM,Robust3manti-burglaryprotectionforyourlaptopcomputer
74867AD200E41EDBA5D8B06B26F24052,HT-1111,PR,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885AC8052,1,EA,0.02,KG,EUR,6.9,31,9,7,CM,Robust1manti-burglaryprotectionforyourdesktopcomputer
74867AD200E41EDBA5D8B06B26F26052,HT-1112,PR,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885ACA052,1,EA,0.075,KG,GBP,39,9,8.2,1.3,CM,"Colorwebcam,color,High-SpeedUSB"
74867AD200E41EDBA5D8B06B26F28052,HT-1113,PR,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885ACC052,1,EA,0.05,KG,EUR,2.3,2,2,0.1,CM,10separatelypackedscreenwipes
74867AD200E41EDBA5D8B06B26F2A052,HT-1114,PR,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885ACE052,1,EA,1.8,KG,USD,31,42,32,7,CM,"Notebookbag,plentyofroomforstationeryandwritingmaterials"
74867AD200E41EDBA5D8B06B26F2C052,HT-1115,PR,Telecommunications,74867AD200E41EDBA5D8B06885AD0052,1,EA,0.45,KG,CAD,49,19.3,18,5,CM,"WirelessDSLRouter(availableinblue,blackandsilver)"
74867AD200E41EDBA5D8B06B26F2E052,HT-1116,PR,Telecommunications,74867AD200E41EDBA5D8B06885AD2052,1,EA,0.45,KG,MXN,59,19.3,18,5,CM,"WirelessDSLRouter/Repeater(availableinblue,blackandsilver)"
74867AD200E41EDBA5D8B06B26F30052,HT-1117,PR,Telecommunications,74867AD200E41EDBA5D8B06885AD4052,1,EA,0.45,KG,EUR,69,19.3,18,5,CM,"WirelessDSLRouter/RepeaterandPrintServer(availableinblue,blackandsilver)"
74867AD200E41EDBA5D8B06B26F32052,HT-1118,PR,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885AD6052,1,EA,0.015,KG,ARS,35,1.5,8.7,1.2,CM,USB2.0High-Speed64GB
74867AD200E41EDBA5D8B06B26F34052,HT-1120,PR,Keyboards,74867AD200E41EDBA5D8B06885AD8052,1,EA,1,KG,EUR,29,51.4,23,4,CM,CordlessBluetoothKeyboardwithEnglishkeys
74867AD200E41EDBA5D8B06B26F36052,HT-1137,PR,FlatScreenMonitors,74867AD200E41EDBA5D8B06885ADA052,1,EA,18,KG,RUB,1430,54,22,38,CM,"OptimumHi-Resolutionmax.20481536@85Hz,DotPitch:0.24mm"
74867AD200E41EDBA5D8B06B26F38052,HT-1138,PR,Mice,74867AD200E41EDBA5D8B06885ADC052,1,EA,0.02,KG,USD,23,0.3,0.5,1,CM,PortablepocketMousewithretractingcord
74867AD200E41EDBA5D8B06B26F3A052,HT-121.20,PR,PCs,74867AD200E41EDBA5D8B06885ADE052,1,EA,2.3,KG,EUR,2399,28,31,43,CM,"PCPowerStationwith3,4Ghzquad-core,32GBDDR3SDRAM,feelslikeaPC,Windows8Pro"
74867AD200E41EDBA5D8B06B26F3C052,HT-1500,PR,Servers,74867AD200E41EDBA5D8B06885AE0052,1,EA,18,KG,EUR,5000,34,35,23,CM,"Dualsocket,quad-coreprocessingserverwith1333MHzFrontSideBuswith10Gbconnectivity"
74867AD200E41EDBA5D8B06B26F3E052,HT-1501,PR,Servers,74867AD200E41EDBA5D8B06885AE2052,1,EA,25,KG,JPY,15000,29,30,27,CM,"Dualsocket,quad-coreprocessingserverwith1644MHzFrontSideBuswith10Gbconnectivity"
74867AD200E41EDBA5D8B06B26F40052,HT-1502,PR,Servers,74867AD200E41EDBA5D8B06885AE4052,1,EA,35,KG,EUR,25000,22,27.3,37,CM,"Dualsocket,quad-coreprocessingserverwith1644MHzFrontSideBuswith100Gbconnectivity"
74867AD200E41EDBA5D8B06B26F42052,HT-6130,PR,FlatScreenTVs,74867AD200E41EDBA5D8B06885AE6052,1,EA,2.6,KG,EUR,1459,78,22.1,55,CM,"32-inch,1366x768Pixel,16:9,HDTVready"
74867AD200E41EDBA5D8B06B26F44052,HT-6131,PR,FlatScreenTVs,74867AD200E41EDBA5D8B06885AE8052,1,EA,2.2,KG,ARS,1199,99.1,26,61,CM,"37-inch,1366x768Pixel,16:9,HDTVready"
74867AD200E41EDBA5D8B06B26F46052,HT-6132,PR,FlatScreenTVs,74867AD200E41EDBA5D8B06885AEA052,1,EA,1.8,KG,BRL,899,128,23,79.1,CM,"41-inch,1366x768Pixel,16:9,HDTVready"
74867AD200E41EDBA5D8B06B26F48052,HT-7030,PR,PDAs&Organizers,74867AD200E41EDBA5D8B06885AEC052,1,EA,0.5,KG,CAD,549,8.1,13,12.1,CM,OurnewmultifunctionalHandheldwithphonefunctioninplatinum
74867AD200E41EDBA5D8B06B26F4A052,HT-7020,PR,PDAs&Organizers,74867AD200E41EDBA5D8B06885AEE052,1,EA,0.5,KG,CHF,549,8.1,13,12.1,CM,OurnewmultifunctionalHandheldwithphonefunctioningold
74867AD200E41EDBA5D8B06B26F4C052,HT-7010,PR,PDAs&Organizers,74867AD200E41EDBA5D8B06885AF0052,1,EA,0.5,KG,USD,549,8.1,13,12.1,CM,OurnewmultifunctionalHandheldwithphonefunctioninsilver
74867AD200E41EDBA5D8B06B26F4E052,HT-7000,PR,PDAs&Organizers,74867AD200E41EDBA5D8B06885AF2052,1,EA,0.5,KG,EUR,549,8.1,13,12.1,CM,OurnewmultifunctionalHandheldwithphonefunctionincopper
74867AD200E41EDBA5D8B06B26F50052,HT-1095,PR,Headsets,74867AD200E41EDBA5D8B06885AF4052,1,EA,80.6,G,USD,49,24,19,23,CM,"5.1Headset,40Hz-20kHz,Wireless"
74867AD200E41EDBA5D8B06B26F52052,HT-1096,PR,Headsets,74867AD200E41EDBA5D8B06885AF6052,1,EA,30.5,G,JPY,39,25,17,19,CM,"5.1Headset,40Hz-20kHz,3mcable"
74867AD200E41EDBA5D8B06B26F54052,HT-1097,PR,Headsets,74867AD200E41EDBA5D8B06885AF8052,1,EA,60.5,G,ARS,29,21.2,2.4,19.7,CM,"5.1Headset,40Hz-20kHz,1mcable"
74867AD200E41EDBA5D8B06B26F56052,HT-6123,PR,MP3Players,74867AD200E41EDBA5D8B06885AFA052,1,EA,44.4,G,ZAR,299,4,6,0.8,CM,"MP3-Playerwith80GBSSDandColorDisplay,canplaymovies"
74867AD200E41EDBA5D8B06B26F58052,HT-6122,PR,MP3Players,74867AD200E41EDBA5D8B06885AFC052,1,EA,65.4,G,USD,167,5.1,8,9.2,CM,"MP3-Playerwith40GBHDDandColorDisplay,canplaymovies"
74867AD200E41EDBA5D8B06B26F5A052,HT-6121.2,PR,MP3Players,74867AD200E41EDBA5D8B06885AFE052,1,EA,12.3,G,EUR,63,5.1,8,9.2,CM,"ITeloJog-Mate64GBHDDandColorDisplay,canplaymovies"
74867AD200E41EDBA5D8B06B26F5C052,HT-6120,PR,MP3Players,74867AD200E41EDBA5D8B06885B00052,1,EA,12.3,G,INR,45,1.5,6,1,CM,64GBUSBMusic-on-a-Stick
74867AD200E41EDBA5D8B06B26F5E052,HT-6111,PR,PortablePlayers,74867AD200E41EDBA5D8B06885B02052,1,EA,3.1,KG,PLN,288,38,26,6.2,CM,"160GBHDD,CD-RW,DVD+R/RW,DVD-R/RW,MPEG2(Video-DVD),MPEG4,VCD,SVCD,DivX,Xvid"
74867AD200E41EDBA5D8B06B26F60052,HT-6110,PR,PortablePlayers,74867AD200E41EDBA5D8B06885B04052,1,EA,2.4,KG,ARS,130,37,24,6,CM,"CD-RW,DVD+R/RW,DVD-R/RW,MPEG2(Video-DVD),MPEG4,VCD,SVCD,DivX,Xvid"
74867AD200E41EDBA5D8B06B26F62052,HT-6102,PR,Projectors,74867AD200E41EDBA5D8B06885B06052,1,EA,2.5,KG,CNY,889,30.4,23.1,23,CM,"1080p,DLPmax.12,3Meter,3D-ready"
74867AD200E41EDBA5D8B06B26F64052,HT-6101,PR,Projectors,74867AD200E41EDBA5D8B06885B08052,1,EA,2.4,KG,DKK,679,30.4,23.1,23,CM,"1080p,DLPmax.9,34Meter,2D-ready"
74867AD200E41EDBA5D8B06B26F66052,HT-2002,PR,PortablePlayers,74867AD200E41EDBA5D8B06885B0A052,1,EA,0.72,KG,EUR,853.99,21.2,16.5,14,CM,"9""LCDScreen,storageholdsupto8hours,2speakersincluded"
74867AD200E41EDBA5D8B06B26F68052,HT-6100,PR,Projectors,74867AD200E41EDBA5D8B06885AB2052,1,EA,1.7,KG,EUR,469,30.4,23.1,23,CM,"720p,DLPProjectormax.8,45Meter,2D"
74867AD200E41EDBA5D8B06B26F6A052,HT-2027,PR,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885AB4052,1,EA,0.15,KG,EUR,8.99,5.5,2,2,CM,"Removablejewelcaselabels,zeroresidues(100)"
74867AD200E41EDBA5D8B06B26F6C052,HT-2026,PR,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885AB6052,1,EA,0.2,KG,USD,29.99,21.2,10.2,13,CM,Qualitycablesfornotebooksandprojectors
74867AD200E41EDBA5D8B06B26F6E052,HT-2025,PR,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885AB8052,1,EA,0.65,KG,EUR,44.99,13,13,20,CM,Organizerandprotectivecasefor264CDsandDVDs
74867AD200E41EDBA5D8B06B26F70052,HT-2001,PR,PortablePlayers,74867AD200E41EDBA5D8B06885ABA052,1,EA,0.84,KG,USD,449.99,24,19.5,29,CM,"10""LCDScreen,storagebatteryholdsupto8hours"
74867AD200E41EDBA5D8B06B26F72052,HT-2000,PR,PortablePlayers,74867AD200E41EDBA5D8B06885ABC052,1,EA,0.79,KG,EUR,249.99,21.2,19,27.6,CM,"7""LCDScreen,storagebatteryholdsupto6hours!"
74867AD200E41EDBA5D8B06B26F74052,HT-1603,PR,PCs,74867AD200E41EDBA5D8B06885ABE052,1,EA,6.8,KG,JPY,1700,27,28,42,CM,"3,4Ghzquadcore,16GBDDR3SDRAM,4000GBHardDisc,GraphicCard:HurricaneGX,Windows8"
74867AD200E41EDBA5D8B06B26F76052,HT-1602,PR,PCs,74867AD200E41EDBA5D8B06885AC0052,1,EA,5.9,KG,EUR,1200,26.5,34,47,CM,"3,4Ghzquadcore,8GBDDR3SDRAM,2000GBHardDisc,GraphicCard:GladiatorMX,Windows8"
74867AD200E41EDBA5D8B06B26F78052,HT-1601,PR,PCs,74867AD200E41EDBA5D8B06885AC2052,1,EA,5.3,KG,MXN,900,25,31.7,40.2,CM,"2,8Ghzdualcore,4GBDDR3SDRAM,1000GBHardDisc,GraphicCard:GladiatorMX,Windows8"
74867AD200E41EDBA5D8B06B26F7A052,HT-1600,PR,PCs,74867AD200E41EDBA5D8B06885AC4052,1,EA,4.8,KG,ARS,600,21.2,29,38,CM,"2,8Ghzdualcore,4GBDDR3SDRAM,500GBHardDisc,GraphicCard:ProctraX,Windows8"
74867AD200E41EDBA5D8B06B26F7C052,HT-1119,PR,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885AC6052,1,EA,88,G,USD,79,2,3.1,3.9,CM,UniversalTravelAdapter
74867AD200E41EDBA5D8B06B26F7E052,HT-8000,PR,Notebooks,74867AD200E41EDBA5D8B06885AC8052,1,EA,4.4,KG,EUR,799,31,19,3.1,CM,"Notebookwith2,80GHzdualcore,4GBDDR3SDRAM,500GBHardDisc,Windows8"
74867AD200E41EDBA5D8B06B26F80052,HT-8001,PR,Notebooks,74867AD200E41EDBA5D8B06885ACA052,1,EA,4.2,KG,GBP,999,32,20,3.4,CM,"Notebookwith2,80GHzdualcore,8GBDDR3SDRAM,500GBHardDisc,Windows8"
74867AD200E41EDBA5D8B06B26F82052,HT-8002,PR,Notebooks,74867AD200E41EDBA5D8B06885ACC052,1,EA,3.5,KG,EUR,1199,38,21.2,4.1,CM,"Notebookwith2,80GHzquadcore,4GBDDR3SDRAM,1000GBHardDisc,Windows8"
74867AD200E41EDBA5D8B06B26F84052,HT-8003,PR,Notebooks,74867AD200E41EDBA5D8B06885ACE052,1,EA,3.8,KG,USD,1388,48,31,4.5,CM,"Notebookwith2,80GHzquadcore,8GBDDR3SDRAM,1000GBHardDisc,Windows8"
74867AD200E41EDBA5D8B06B26F86052,PF-1000,AD,ComputerSystemAccessories,74867AD200E41EDBA5D8B06885AD0052,1,EA,0.01,KG,CAD,0,46,30,3,CM,Flyerforourproductpalette
74867AD200E41EDBA5D8B06B26F88052,HT-9999,PR,Tablets,74867AD200E41EDBA5D8B06885AD2052,1,EA,3.8,KG,MXN,749,48,31,4.5,CM,"10.1-inchMultitouchHDScreen(1280x800),16GBInternalMemory,WirelessNWi-Fi;Bluetooth,GPSEnabled,1GHzDual-CoreProcessor"
