ID,PO_ID,PARTNER_GUID_NODE_KEY,CURRENCY_CODE,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT,LIFECYCLE_STATUS,OVERALL_STATUS
02BD2137-0890-1EEA-A6C2-BB55C1979024,300000025,74867AD200E41EDBA5D8B06885AE0052,EUR,47582.15,39985,7597.15,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979025,300000026,74867AD200E41EDBA5D8B06885AE6052,EUR,18190.34,15286,2904.34,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979026,300000027,74867AD200E41EDBA5D8B06885AB2052,EUR,9182.04,7716,1466.04,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979027,300000028,74867AD200E41EDBA5D8B06885B06052,EUR,5806.01,4879,927.01,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979028,300000029,74867AD200E41EDBA5D8B06885AC6052,EUR,1626.37,1366.7,259.67,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979029,300000030,74867AD200E41EDBA5D8B06885B04052,EUR,2691.78,2262,429.78,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979030,300000031,74867AD200E41EDBA5D8B06885AE8052,EUR,4950.4,4160,790.4,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979031,300000032,74867AD200E41EDBA5D8B06885AE6052,EUR,12020.19,10101,1919.19,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979032,300000033,74867AD200E41EDBA5D8B06885AE2052,EUR,71973.58,60482,11491.58,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979033,300000034,74867AD200E41EDBA5D8B06885B08052,EUR,8751.26,7354,1397.26,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979034,300000035,74867AD200E41EDBA5D8B06885AEC052,EUR,4938.5,4150,788.5,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979035,300000036,74867AD200E41EDBA5D8B06885AF2052,EUR,3227.24,2711.97,515.27,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979036,300000037,74867AD200E41EDBA5D8B06885AF0052,EUR,8542.94,7178.94,1364,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979037,300000038,74867AD200E41EDBA5D8B06885AC6052,EUR,3485.98,2929.4,556.58,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979038,300000039,74867AD200E41EDBA5D8B06885AB4052,EUR,6127.29,5148.98,978.31,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979039,300000040,74867AD200E41EDBA5D8B06885AC4052,EUR,13274.68,11155.2,2119.48,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979040,300000041,74867AD200E41EDBA5D8B06885AF2052,EUR,1933.73,1624.98,308.75,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979041,300000042,74867AD200E41EDBA5D8B06885ABE052,EUR,2153.9,1810,343.9,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979042,300000043,74867AD200E41EDBA5D8B06885AE6052,EUR,5622.75,4725,897.75,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979043,300000044,74867AD200E41EDBA5D8B06885ABE052,EUR,20476.33,17207,3269.33,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979044,300000045,74867AD200E41EDBA5D8B06885AE2052,EUR,90278.16,75864,14414.16,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979045,300000046,74867AD200E41EDBA5D8B06885AE0052,EUR,12848.43,10797,2051.43,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979046,300000047,74867AD200E41EDBA5D8B06885B04052,EUR,1067.43,897,170.43,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979047,300000048,74867AD200E41EDBA5D8B06885AEE052,EUR,5257.42,4418,839.42,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979048,300000049,74867AD200E41EDBA5D8B06885AE8052,EUR,16756.39,14081,2675.39,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979049,300000050,74867AD200E41EDBA5D8B06885ABA052,EUR,7349.35,6175.92,1173.43,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979050,300000051,74867AD200E41EDBA5D8B06885ADC052,EUR,11252.64,9456,1796.64,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979051,300000052,74867AD200E41EDBA5D8B06885B02052,EUR,3140.41,2639,501.41,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979052,300000053,74867AD200E41EDBA5D8B06885ACA052,EUR,6251.07,5253,998.07,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979053,300000054,74867AD200E41EDBA5D8B06885AF0052,EUR,3944.82,3314.97,629.85,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979054,300000055,74867AD200E41EDBA5D8B06885AE2052,EUR,125635.44,105576,20059.44,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979055,300000056,74867AD200E41EDBA5D8B06885B00052,EUR,974.61,819,155.61,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979056,300000057,74867AD200E41EDBA5D8B06885AEC052,EUR,3669.96,3084,585.96,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979057,300000058,74867AD200E41EDBA5D8B06885AB4052,EUR,7677.85,6451.97,1225.88,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979058,300000059,74867AD200E41EDBA5D8B06885AB2052,EUR,3453.38,2902,551.38,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979059,300000060,74867AD200E41EDBA5D8B06885ADA052,EUR,12644.94,10626,2018.94,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979060,300000061,74867AD200E41EDBA5D8B06885AC0052,EUR,4598.16,3864,734.16,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979061,300000062,74867AD200E41EDBA5D8B06885AF4052,EUR,722.23,606.91,115.32,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979062,300000063,74867AD200E41EDBA5D8B06885AFC052,EUR,2354.54,1978.6,375.94,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979063,300000064,74867AD200E41EDBA5D8B06885ADE052,EUR,10281.6,8640,1641.6,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979064,300000065,74867AD200E41EDBA5D8B06885AE4052,EUR,213043.32,179028,34015.32,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979065,300000066,74867AD200E41EDBA5D8B06885AF8052,EUR,222.41,186.9,35.51,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979066,300000067,74867AD200E41EDBA5D8B06885AFA052,EUR,808.84,679.7,129.14,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979067,300000068,74867AD200E41EDBA5D8B06885ACA052,EUR,4137.63,3477,660.63,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979068,300000069,74867AD200E41EDBA5D8B06885B04052,EUR,1995.63,1677,318.63,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979069,300000070,74867AD200E41EDBA5D8B06885B06052,EUR,11320.47,9513,1807.47,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979070,300000071,74867AD200E41EDBA5D8B06885AE0052,EUR,12848.43,10797,2051.43,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979071,300000072,74867AD200E41EDBA5D8B06885AE2052,EUR,514.08,432,82.08,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979072,300000073,74867AD200E41EDBA5D8B06885ACE052,EUR,3260.6,2740,520.6,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979073,300000074,74867AD200E41EDBA5D8B06885ABA052,EUR,6117.69,5140.92,976.77,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979074,300000075,74867AD200E41EDBA5D8B06885ACC052,EUR,14307.48,12023.1,2284.38,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979075,300000076,74867AD200E41EDBA5D8B06885AFC052,EUR,3510.74,2950.2,560.54,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979076,300000077,74867AD200E41EDBA5D8B06885B06052,EUR,8979.74,7546,1433.74,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979077,300000078,74867AD200E41EDBA5D8B06885AEA052,EUR,5519.22,4638,881.22,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979078,300000079,74867AD200E41EDBA5D8B06885B08052,EUR,14102.69,11851,2251.69,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979079,300000080,74867AD200E41EDBA5D8B06885B02052,EUR,3483.13,2927,556.13,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979080,300000081,74867AD200E41EDBA5D8B06885AE2052,EUR,53780.86,45194,8586.86,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979081,300000082,74867AD200E41EDBA5D8B06885AB8052,EUR,4872.25,4094.33,777.92,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979082,300000083,74867AD200E41EDBA5D8B06885ADC052,EUR,8811.95,7405,1406.95,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979083,300000084,74867AD200E41EDBA5D8B06885AE6052,EUR,5033.7,4230,803.7,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979084,300000085,74867AD200E41EDBA5D8B06885AEC052,EUR,4031.72,3388,643.72,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979085,300000086,74867AD200E41EDBA5D8B06885AB8052,EUR,6282.82,5279.68,1003.14,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979086,300000087,74867AD200E41EDBA5D8B06885B06052,EUR,12603.29,10591,2012.29,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979087,300000088,74867AD200E41EDBA5D8B06885AD6052,EUR,6178.48,5192,986.48,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979088,300000089,74867AD200E41EDBA5D8B06885ADA052,EUR,7191.17,6043,1148.17,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979089,300000090,74867AD200E41EDBA5D8B06885AE8052,EUR,19331.55,16245,3086.55,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979090,300000091,74867AD200E41EDBA5D8B06885AE6052,EUR,3297.49,2771,526.49,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979091,300000092,74867AD200E41EDBA5D8B06885AC4052,EUR,1463.58,1229.9,233.68,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979092,300000093,74867AD200E41EDBA5D8B06885ABC052,EUR,7892.07,6631.99,1260.08,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979093,300000094,74867AD200E41EDBA5D8B06885AF2052,EUR,5115.77,4298.97,816.8,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979094,300000095,74867AD200E41EDBA5D8B06885AF6052,EUR,521.22,438,83.22,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979095,300000096,74867AD200E41EDBA5D8B06885AE6052,EUR,3297.49,2771,526.49,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979096,300000097,74867AD200E41EDBA5D8B06885B08052,EUR,7775.46,6534,1241.46,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979097,300000098,74867AD200E41EDBA5D8B06885AF0052,EUR,5234.8,4398.99,835.81,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979098,300000099,74867AD200E41EDBA5D8B06885B08052,EUR,24302.18,20422,3880.18,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979099,300000100,74867AD200E41EDBA5D8B06885AC6052,EUR,5007.75,4208.2,799.55,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979100,300000101,74867AD200E41EDBA5D8B06885AD0052,EUR,3653.3,3070,583.3,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979101,300000102,74867AD200E41EDBA5D8B06885AC6052,EUR,4074.08,3423.6,650.48,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979102,300000103,74867AD200E41EDBA5D8B06885AEE052,EUR,4696.93,3947,749.93,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979103,300000104,74867AD200E41EDBA5D8B06885ABC052,EUR,8509.64,7150.96,1358.68,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979104,300000105,74867AD200E41EDBA5D8B06885ACA052,EUR,6436.71,5409,1027.71,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979105,300000106,74867AD200E41EDBA5D8B06885AEC052,EUR,2942.87,2473,469.87,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979106,300000107,74867AD200E41EDBA5D8B06885AF0052,EUR,8509.67,7150.98,1358.69,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979107,300000108,74867AD200E41EDBA5D8B06885AD6052,EUR,6053.53,5087,966.53,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979108,300000109,74867AD200E41EDBA5D8B06885B04052,EUR,1113.84,936,177.84,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979109,300000110,74867AD200E41EDBA5D8B06885AF4052,EUR,660.4,554.95,105.45,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979110,300000111,74867AD200E41EDBA5D8B06885ACA052,EUR,4676.7,3930,746.7,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979111,300000112,74867AD200E41EDBA5D8B06885AF2052,EUR,7771.81,6530.93,1240.88,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979112,300000113,74867AD200E41EDBA5D8B06885AB6052,EUR,11816.17,9929.55,1886.62,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979113,300000114,74867AD200E41EDBA5D8B06885B06052,EUR,4523.19,3801,722.19,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979114,300000115,74867AD200E41EDBA5D8B06885AEA052,EUR,9935.31,8349,1586.31,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979115,300000116,74867AD200E41EDBA5D8B06885AC0052,EUR,3982.93,3347,635.93,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979116,300000117,74867AD200E41EDBA5D8B06885ADE052,EUR,3259.41,2739,520.41,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979117,300000118,74867AD200E41EDBA5D8B06885AEC052,EUR,4249.49,3571,678.49,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979118,300000119,74867AD200E41EDBA5D8B06885ADA052,EUR,7539.84,6336,1203.84,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979119,300000120,74867AD200E41EDBA5D8B06885AC0052,EUR,11506.11,9669,1837.11,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979120,300000121,74867AD200E41EDBA5D8B06885ADA052,EUR,3752.07,3153,599.07,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979121,300000122,74867AD200E41EDBA5D8B06885ADA052,EUR,549.78,462,87.78,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979122,300000123,74867AD200E41EDBA5D8B06885AC8052,EUR,2343.94,1969.7,374.24,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979123,300000124,74867AD200E41EDBA5D8B06885AB4052,EUR,6298.57,5292.92,1005.65,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979124,300000125,74867AD200E41EDBA5D8B06885AFC052,EUR,3510.75,2950.2,560.55,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979125,300000126,74867AD200E41EDBA5D8B06885AD4052,EUR,11738.16,9864,1874.16,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979126,300000127,74867AD200E41EDBA5D8B06885AE8052,EUR,13258.98,11142,2116.98,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979127,300000128,74867AD200E41EDBA5D8B06885ABE052,EUR,16561.23,13917,2644.23,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979128,300000129,74867AD200E41EDBA5D8B06885AD6052,EUR,3422.44,2876,546.44,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979129,300000130,74867AD200E41EDBA5D8B06885AEA052,EUR,8745.31,7349,1396.31,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979130,300000131,74867AD200E41EDBA5D8B06885AB6052,EUR,5961.53,5009.69,951.84,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979131,300000132,74867AD200E41EDBA5D8B06885ABE052,EUR,31419.57,26403,5016.57,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979132,300000133,74867AD200E41EDBA5D8B06885AD4052,EUR,7450.59,6261,1189.59,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979133,300000134,74867AD200E41EDBA5D8B06885AD4052,EUR,3803.24,3196,607.24,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979134,300000135,74867AD200E41EDBA5D8B06885AF2052,EUR,7134.01,5994.96,1139.05,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979135,300000136,74867AD200E41EDBA5D8B06885ABC052,EUR,8212.15,6900.97,1311.18,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979136,300000137,74867AD200E41EDBA5D8B06885AD8052,EUR,3257.03,2737,520.03,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979137,300000138,74867AD200E41EDBA5D8B06885B04052,EUR,2645.37,2223,422.37,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979138,300000139,74867AD200E41EDBA5D8B06885B06052,EUR,7022.19,5901,1121.19,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979139,300000140,74867AD200E41EDBA5D8B06885ADC052,EUR,7650.51,6429,1221.51,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979140,300000141,74867AD200E41EDBA5D8B06885AB6052,EUR,3986.25,3349.79,636.46,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979141,300000142,74867AD200E41EDBA5D8B06885ACE052,EUR,3778.25,3175,603.25,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979142,300000143,74867AD200E41EDBA5D8B06885AC4052,EUR,9599.61,8066.9,1532.71,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979143,300000144,74867AD200E41EDBA5D8B06885AE6052,EUR,9859.15,8285,1574.15,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979144,300000145,74867AD200E41EDBA5D8B06885AC8052,EUR,7388.11,6208.5,1179.61,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979145,300000146,74867AD200E41EDBA5D8B06885B04052,EUR,819.91,689,130.91,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979146,300000147,74867AD200E41EDBA5D8B06885AC0052,EUR,5922.63,4977,945.63,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979147,300000148,74867AD200E41EDBA5D8B06885AEA052,EUR,5696.53,4787,909.53,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979148,300000149,74867AD200E41EDBA5D8B06885ADC052,EUR,9157.05,7695,1462.05,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979149,300000150,74867AD200E41EDBA5D8B06885B02052,EUR,4934.93,4147,787.93,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979150,300000151,74867AD200E41EDBA5D8B06885B02052,EUR,4934.93,4147,787.93,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979151,300000152,74867AD200E41EDBA5D8B06885AFC052,EUR,2234.12,1877.4,356.72,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979152,300000153,74867AD200E41EDBA5D8B06885AD6052,EUR,4928.98,4142,786.98,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979153,300000154,74867AD200E41EDBA5D8B06885ABA052,EUR,2646.53,2223.97,422.56,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979154,300000155,74867AD200E41EDBA5D8B06885AFA052,EUR,3527.05,2963.9,563.15,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979155,300000156,74867AD200E41EDBA5D8B06885ABC052,EUR,3546.16,2979.97,566.19,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979156,300000157,74867AD200E41EDBA5D8B06885AEC052,EUR,6539.05,5495,1044.05,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979157,300000158,74867AD200E41EDBA5D8B06885AEC052,EUR,3340.33,2807,533.33,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979158,300000159,74867AD200E41EDBA5D8B06885ACC052,EUR,3680.19,3092.6,587.59,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979159,300000160,74867AD200E41EDBA5D8B06885AEA052,EUR,8745.31,7349,1396.31,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979160,300000161,74867AD200E41EDBA5D8B06885B00052,EUR,828.24,696,132.24,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979161,300000162,74867AD200E41EDBA5D8B06885AF6052,EUR,584.29,491,93.29,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979162,300000163,74867AD200E41EDBA5D8B06885AFE052,EUR,1765.88,1483.93,281.95,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979163,300000164,74867AD200E41EDBA5D8B06885AB8052,EUR,8246.32,6929.68,1316.64,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979164,300000165,74867AD200E41EDBA5D8B06885AFC052,EUR,2992.86,2515,477.86,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979165,300000166,74867AD200E41EDBA5D8B06885AFA052,EUR,1520.46,1277.7,242.76,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979166,300000167,74867AD200E41EDBA5D8B06885AFA052,EUR,808.84,679.7,129.14,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979167,300000168,74867AD200E41EDBA5D8B06885AD8052,EUR,2203.88,1852,351.88,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979168,300000169,74867AD200E41EDBA5D8B06885ADC052,EUR,7187.6,6040,1147.6,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979169,300000170,74867AD200E41EDBA5D8B06885B04052,EUR,3001.18,2522,479.18,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979170,300000171,74867AD200E41EDBA5D8B06885AB4052,EUR,3090.42,2596.99,493.43,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979171,300000172,74867AD200E41EDBA5D8B06885AEE052,EUR,3919.86,3294,625.86,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979172,300000173,74867AD200E41EDBA5D8B06885AFC052,EUR,1397.06,1174,223.06,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979173,300000174,74867AD200E41EDBA5D8B06885B08052,EUR,20566.77,17283,3283.77,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979174,300000175,74867AD200E41EDBA5D8B06885ABE052,EUR,36505.63,30677,5828.63,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979175,300000176,74867AD200E41EDBA5D8B06885ADC052,EUR,11252.64,9456,1796.64,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979176,300000177,74867AD200E41EDBA5D8B06885ABC052,EUR,11666.69,9803.94,1862.75,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979177,300000178,74867AD200E41EDBA5D8B06885AB6052,EUR,7936.89,6669.66,1267.23,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979178,300000179,74867AD200E41EDBA5D8B06885AD0052,EUR,1651.72,1388,263.72,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979179,300000180,74867AD200E41EDBA5D8B06885AC4052,EUR,13132.36,11035.6,2096.76,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979180,300000181,74867AD200E41EDBA5D8B06885AC4052,EUR,8171.61,6866.9,1304.71,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979181,300000182,74867AD200E41EDBA5D8B06885AC2052,EUR,8641.78,7262,1379.78,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979182,300000183,74867AD200E41EDBA5D8B06885ADE052,EUR,15404.55,12945,2459.55,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979183,300000184,74867AD200E41EDBA5D8B06885AEA052,EUR,2767.94,2326,441.94,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979184,300000185,74867AD200E41EDBA5D8B06885AEA052,EUR,8745.31,7349,1396.31,N,P
02BD2137-0890-1EEA-A6C2-BB55C1979185,300000186,74867AD200E41EDBA5D8B06885ADC052,EUR,5363.33,4507,856.33,N,P
