ID,PARENT_KEY_ID,PO_ITEM_POS,PRODUCT_GUID_NODE_KEY,CURRENCY_CODE,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT
02BD2137-0890-1EEA-A6C2-BB55C1979384,02BD2137-0890-1EEA-A6C2-BB55C1979005,20,74867AD200E41EDBA5D8B06B26ED4052,MXN,1463.7,1230,233.7
02BD2137-0890-1EEA-A6C2-BB55C1979385,02BD2137-0890-1EEA-A6C2-BB55C1979005,30,74867AD200E41EDBA5D8B06B26F88052,MXN,2673.93,2247,426.93
02BD2137-0890-1EEA-A6C2-BB55C1979386,02BD2137-0890-1EEA-A6C2-BB55C1979006,10,74867AD200E41EDBA5D8B06B26F00052,EUR,333.18,279.98,53.2
02BD2137-0890-1EEA-A6C2-BB55C1979387,02BD2137-0890-1EEA-A6C2-BB55C1979006,20,74867AD200E41EDBA5D8B06B26F5A052,EUR,224.91,189,35.91
02BD2137-0890-1EEA-A6C2-BB55C1979388,02BD2137-0890-1EEA-A6C2-BB55C1979006,30,74867AD200E41EDBA5D8B06B26F00052,EUR,166.59,139.99,26.6
02BD2137-0890-1EEA-A6C2-BB55C1979389,02BD2137-0890-1EEA-A6C2-BB55C1979006,40,74867AD200E41EDBA5D8B06B26F5A052,EUR,149.94,126,23.94
02BD2137-0890-1EEA-A6C2-BB55C1979390,02BD2137-0890-1EEA-A6C2-BB55C1979006,50,74867AD200E41EDBA5D8B06B26F00052,EUR,333.18,279.98,53.2
02BD2137-0890-1EEA-A6C2-BB55C1979391,02BD2137-0890-1EEA-A6C2-BB55C1979006,60,74867AD200E41EDBA5D8B06B26F5A052,EUR,74.97,63,11.97
02BD2137-0890-1EEA-A6C2-BB55C1979392,02BD2137-0890-1EEA-A6C2-BB55C1979006,70,74867AD200E41EDBA5D8B06B26F00052,EUR,499.76,419.97,79.79
02BD2137-0890-1EEA-A6C2-BB55C1979393,02BD2137-0890-1EEA-A6C2-BB55C1979006,80,74867AD200E41EDBA5D8B06B26F5A052,EUR,74.97,63,11.97
02BD2137-0890-1EEA-A6C2-BB55C1979394,02BD2137-0890-1EEA-A6C2-BB55C1979007,10,74867AD200E41EDBA5D8B06B26ED2052,CAD,1023.4,860,163.4
02BD2137-0890-1EEA-A6C2-BB55C1979395,02BD2137-0890-1EEA-A6C2-BB55C1979007,20,74867AD200E41EDBA5D8B06B26F86052,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1979396,02BD2137-0890-1EEA-A6C2-BB55C1979007,30,74867AD200E41EDBA5D8B06B26F2C052,CAD,116.62,98,18.62
02BD2137-0890-1EEA-A6C2-BB55C1979397,02BD2137-0890-1EEA-A6C2-BB55C1979007,40,74867AD200E41EDBA5D8B06B26ED2052,CAD,1535.1,1290,245.1
02BD2137-0890-1EEA-A6C2-BB55C1979398,02BD2137-0890-1EEA-A6C2-BB55C1979007,50,74867AD200E41EDBA5D8B06B26F86052,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1979399,02BD2137-0890-1EEA-A6C2-BB55C1979007,60,74867AD200E41EDBA5D8B06B26F2C052,CAD,116.62,98,18.62
02BD2137-0890-1EEA-A6C2-BB55C1979400,02BD2137-0890-1EEA-A6C2-BB55C1979008,10,74867AD200E41EDBA5D8B06B26EC8052,USD,1218.56,1024,194.56
02BD2137-0890-1EEA-A6C2-BB55C1979401,02BD2137-0890-1EEA-A6C2-BB55C1979008,20,74867AD200E41EDBA5D8B06B26F22052,USD,21.18,17.8,3.38
02BD2137-0890-1EEA-A6C2-BB55C1979402,02BD2137-0890-1EEA-A6C2-BB55C1979008,30,74867AD200E41EDBA5D8B06B26F7C052,USD,188.02,158,30.02
02BD2137-0890-1EEA-A6C2-BB55C1979403,02BD2137-0890-1EEA-A6C2-BB55C1979009,10,74867AD200E41EDBA5D8B06B26ED8052,ARS,1166.2,980,186.2
02BD2137-0890-1EEA-A6C2-BB55C1979404,02BD2137-0890-1EEA-A6C2-BB55C1979009,20,74867AD200E41EDBA5D8B06B26F32052,ARS,83.3,70,13.3
02BD2137-0890-1EEA-A6C2-BB55C1979405,02BD2137-0890-1EEA-A6C2-BB55C1979009,30,74867AD200E41EDBA5D8B06B26F8C052,ARS,2259.81,1899,360.81
02BD2137-0890-1EEA-A6C2-BB55C1979406,02BD2137-0890-1EEA-A6C2-BB55C1979009,40,74867AD200E41EDBA5D8B06B26ED8052,ARS,1166.2,980,186.2
02BD2137-0890-1EEA-A6C2-BB55C1979407,02BD2137-0890-1EEA-A6C2-BB55C1979009,50,74867AD200E41EDBA5D8B06B26F32052,ARS,83.3,70,13.3
02BD2137-0890-1EEA-A6C2-BB55C1979408,02BD2137-0890-1EEA-A6C2-BB55C1979009,60,74867AD200E41EDBA5D8B06B26F8C052,ARS,753.27,633,120.27
02BD2137-0890-1EEA-A6C2-BB55C1979409,02BD2137-0890-1EEA-A6C2-BB55C1979009,70,74867AD200E41EDBA5D8B06B26ED8052,ARS,1749.3,1470,279.3
02BD2137-0890-1EEA-A6C2-BB55C1979410,02BD2137-0890-1EEA-A6C2-BB55C1979010,10,74867AD200E41EDBA5D8B06B26F54052,ARS,34.51,29,5.51
02BD2137-0890-1EEA-A6C2-BB55C1979411,02BD2137-0890-1EEA-A6C2-BB55C1979010,20,74867AD200E41EDBA5D8B06B26EFA052,ARS,253.11,212.7,40.41
02BD2137-0890-1EEA-A6C2-BB55C1979412,02BD2137-0890-1EEA-A6C2-BB55C1979010,30,74867AD200E41EDBA5D8B06B26F54052,ARS,103.53,87,16.53
02BD2137-0890-1EEA-A6C2-BB55C1979413,02BD2137-0890-1EEA-A6C2-BB55C1979010,40,74867AD200E41EDBA5D8B06B26EFA052,ARS,84.37,70.9,13.47
02BD2137-0890-1EEA-A6C2-BB55C1979414,02BD2137-0890-1EEA-A6C2-BB55C1979011,10,74867AD200E41EDBA5D8B06B26F9E052,ARS,2322.88,1952,370.88
02BD2137-0890-1EEA-A6C2-BB55C1979415,02BD2137-0890-1EEA-A6C2-BB55C1979011,20,74867AD200E41EDBA5D8B06B26F44052,ARS,2853.62,2398,455.62
02BD2137-0890-1EEA-A6C2-BB55C1979416,02BD2137-0890-1EEA-A6C2-BB55C1979011,30,74867AD200E41EDBA5D8B06B26EEA052,ARS,26.18,22,4.18
02BD2137-0890-1EEA-A6C2-BB55C1979417,02BD2137-0890-1EEA-A6C2-BB55C1979011,40,74867AD200E41EDBA5D8B06B26F9E052,ARS,3484.32,2928,556.32
02BD2137-0890-1EEA-A6C2-BB55C1979418,02BD2137-0890-1EEA-A6C2-BB55C1979011,50,74867AD200E41EDBA5D8B06B26F44052,ARS,2853.62,2398,455.62
02BD2137-0890-1EEA-A6C2-BB55C1979419,02BD2137-0890-1EEA-A6C2-BB55C1979011,60,74867AD200E41EDBA5D8B06B26EEA052,ARS,26.18,22,4.18
02BD2137-0890-1EEA-A6C2-BB55C1979420,02BD2137-0890-1EEA-A6C2-BB55C1979011,70,74867AD200E41EDBA5D8B06B26F9E052,ARS,1161.44,976,185.44
02BD2137-0890-1EEA-A6C2-BB55C1979421,02BD2137-0890-1EEA-A6C2-BB55C1979011,80,74867AD200E41EDBA5D8B06B26F44052,ARS,2853.62,2398,455.62
02BD2137-0890-1EEA-A6C2-BB55C1979422,02BD2137-0890-1EEA-A6C2-BB55C1979011,90,74867AD200E41EDBA5D8B06B26EEA052,ARS,39.27,33,6.27
02BD2137-0890-1EEA-A6C2-BB55C1979423,02BD2137-0890-1EEA-A6C2-BB55C1979012,10,74867AD200E41EDBA5D8B06B26F6A052,EUR,10.7,8.99,1.71
02BD2137-0890-1EEA-A6C2-BB55C1979424,02BD2137-0890-1EEA-A6C2-BB55C1979012,20,74867AD200E41EDBA5D8B06B26F10052,EUR,160.65,135,25.65
02BD2137-0890-1EEA-A6C2-BB55C1979425,02BD2137-0890-1EEA-A6C2-BB55C1979012,30,74867AD200E41EDBA5D8B06B26EB6052,EUR,2972.62,2498,474.62
02BD2137-0890-1EEA-A6C2-BB55C1979426,02BD2137-0890-1EEA-A6C2-BB55C1979012,40,74867AD200E41EDBA5D8B06B26F6A052,EUR,21.4,17.98,3.42
02BD2137-0890-1EEA-A6C2-BB55C1979427,02BD2137-0890-1EEA-A6C2-BB55C1979012,50,74867AD200E41EDBA5D8B06B26F10052,EUR,160.65,135,25.65
02BD2137-0890-1EEA-A6C2-BB55C1979428,02BD2137-0890-1EEA-A6C2-BB55C1979012,60,74867AD200E41EDBA5D8B06B26EB6052,EUR,2972.62,2498,474.62
02BD2137-0890-1EEA-A6C2-BB55C1979429,02BD2137-0890-1EEA-A6C2-BB55C1979012,70,74867AD200E41EDBA5D8B06B26F6A052,EUR,21.4,17.98,3.42
02BD2137-0890-1EEA-A6C2-BB55C1979430,02BD2137-0890-1EEA-A6C2-BB55C1979013,10,74867AD200E41EDBA5D8B06B26F52052,JPY,46.41,39,7.41
02BD2137-0890-1EEA-A6C2-BB55C1979431,02BD2137-0890-1EEA-A6C2-BB55C1979013,20,74867AD200E41EDBA5D8B06B26EF8052,JPY,33.32,28,5.32
02BD2137-0890-1EEA-A6C2-BB55C1979432,02BD2137-0890-1EEA-A6C2-BB55C1979013,30,74867AD200E41EDBA5D8B06B26F52052,JPY,46.41,39,7.41
02BD2137-0890-1EEA-A6C2-BB55C1979433,02BD2137-0890-1EEA-A6C2-BB55C1979013,40,74867AD200E41EDBA5D8B06B26EF8052,JPY,16.66,14,2.66
02BD2137-0890-1EEA-A6C2-BB55C1979434,02BD2137-0890-1EEA-A6C2-BB55C1979013,50,74867AD200E41EDBA5D8B06B26F52052,JPY,46.41,39,7.41
02BD2137-0890-1EEA-A6C2-BB55C1979435,02BD2137-0890-1EEA-A6C2-BB55C1979013,60,74867AD200E41EDBA5D8B06B26EF8052,JPY,49.98,42,7.98
02BD2137-0890-1EEA-A6C2-BB55C1979436,02BD2137-0890-1EEA-A6C2-BB55C1979014,10,74867AD200E41EDBA5D8B06B26F82052,EUR,4280.43,3597,683.43
02BD2137-0890-1EEA-A6C2-BB55C1979437,02BD2137-0890-1EEA-A6C2-BB55C1979014,20,74867AD200E41EDBA5D8B06B26F28052,EUR,5.47,4.6,0.87
02BD2137-0890-1EEA-A6C2-BB55C1979438,02BD2137-0890-1EEA-A6C2-BB55C1979014,30,74867AD200E41EDBA5D8B06B26ECE052,EUR,410.55,345,65.55
02BD2137-0890-1EEA-A6C2-BB55C1979439,02BD2137-0890-1EEA-A6C2-BB55C1979014,40,74867AD200E41EDBA5D8B06B26F82052,EUR,4280.43,3597,683.43
02BD2137-0890-1EEA-A6C2-BB55C1979440,02BD2137-0890-1EEA-A6C2-BB55C1979014,50,74867AD200E41EDBA5D8B06B26F28052,EUR,5.47,4.6,0.87
02BD2137-0890-1EEA-A6C2-BB55C1979441,02BD2137-0890-1EEA-A6C2-BB55C1979014,60,74867AD200E41EDBA5D8B06B26ECE052,EUR,410.55,345,65.55
02BD2137-0890-1EEA-A6C2-BB55C1979442,02BD2137-0890-1EEA-A6C2-BB55C1979014,70,74867AD200E41EDBA5D8B06B26F82052,EUR,2853.62,2398,455.62
02BD2137-0890-1EEA-A6C2-BB55C1979443,02BD2137-0890-1EEA-A6C2-BB55C1979014,80,74867AD200E41EDBA5D8B06B26F28052,EUR,8.21,6.9,1.31
02BD2137-0890-1EEA-A6C2-BB55C1979444,02BD2137-0890-1EEA-A6C2-BB55C1979014,90,74867AD200E41EDBA5D8B06B26ECE052,EUR,821.1,690,131.1
02BD2137-0890-1EEA-A6C2-BB55C1979445,02BD2137-0890-1EEA-A6C2-BB55C1979015,10,74867AD200E41EDBA5D8B06B26EDE052,USD,235.62,198,37.62
02BD2137-0890-1EEA-A6C2-BB55C1979446,02BD2137-0890-1EEA-A6C2-BB55C1979015,20,74867AD200E41EDBA5D8B06B26F92052,USD,1651.72,1388,263.72
02BD2137-0890-1EEA-A6C2-BB55C1979447,02BD2137-0890-1EEA-A6C2-BB55C1979015,30,74867AD200E41EDBA5D8B06B26F38052,USD,54.74,46,8.74
02BD2137-0890-1EEA-A6C2-BB55C1979448,02BD2137-0890-1EEA-A6C2-BB55C1979016,10,74867AD200E41EDBA5D8B06B26F6A052,EUR,10.7,8.99,1.71
02BD2137-0890-1EEA-A6C2-BB55C1979449,02BD2137-0890-1EEA-A6C2-BB55C1979016,20,74867AD200E41EDBA5D8B06B26F10052,EUR,107.1,90,17.1
02BD2137-0890-1EEA-A6C2-BB55C1979450,02BD2137-0890-1EEA-A6C2-BB55C1979017,10,74867AD200E41EDBA5D8B06B26EC0052,JPY,8207.43,6897,1310.43
02BD2137-0890-1EEA-A6C2-BB55C1979451,02BD2137-0890-1EEA-A6C2-BB55C1979017,20,74867AD200E41EDBA5D8B06B26F74052,JPY,6069,5100,969
02BD2137-0890-1EEA-A6C2-BB55C1979452,02BD2137-0890-1EEA-A6C2-BB55C1979017,30,74867AD200E41EDBA5D8B06B26F1A052,JPY,65.45,55,10.45
02BD2137-0890-1EEA-A6C2-BB55C1979453,02BD2137-0890-1EEA-A6C2-BB55C1979017,40,74867AD200E41EDBA5D8B06B26EC0052,JPY,5471.62,4598,873.62
02BD2137-0890-1EEA-A6C2-BB55C1979454,02BD2137-0890-1EEA-A6C2-BB55C1979018,10,74867AD200E41EDBA5D8B06B26F14052,EUR,285.24,239.7,45.54
02BD2137-0890-1EEA-A6C2-BB55C1979455,02BD2137-0890-1EEA-A6C2-BB55C1979018,20,74867AD200E41EDBA5D8B06B26EBA052,EUR,1963.5,1650,313.5
02BD2137-0890-1EEA-A6C2-BB55C1979456,02BD2137-0890-1EEA-A6C2-BB55C1979018,30,74867AD200E41EDBA5D8B06B26F6E052,EUR,160.61,134.97,25.64
02BD2137-0890-1EEA-A6C2-BB55C1979457,02BD2137-0890-1EEA-A6C2-BB55C1979018,40,74867AD200E41EDBA5D8B06B26F14052,EUR,95.08,79.9,15.18
02BD2137-0890-1EEA-A6C2-BB55C1979458,02BD2137-0890-1EEA-A6C2-BB55C1979018,50,74867AD200E41EDBA5D8B06B26EBA052,EUR,5890.5,4950,940.5
02BD2137-0890-1EEA-A6C2-BB55C1979459,02BD2137-0890-1EEA-A6C2-BB55C1979018,60,74867AD200E41EDBA5D8B06B26F6E052,EUR,53.54,44.99,8.55
02BD2137-0890-1EEA-A6C2-BB55C1979460,02BD2137-0890-1EEA-A6C2-BB55C1979019,10,74867AD200E41EDBA5D8B06B26F56052,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1979461,02BD2137-0890-1EEA-A6C2-BB55C1979019,20,74867AD200E41EDBA5D8B06B26EFC052,ZAR,194.45,163.4,31.05
02BD2137-0890-1EEA-A6C2-BB55C1979462,02BD2137-0890-1EEA-A6C2-BB55C1979019,30,74867AD200E41EDBA5D8B06B26F56052,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1979463,02BD2137-0890-1EEA-A6C2-BB55C1979019,40,74867AD200E41EDBA5D8B06B26EFC052,ZAR,194.45,163.4,31.05
02BD2137-0890-1EEA-A6C2-BB55C1979464,02BD2137-0890-1EEA-A6C2-BB55C1979019,50,74867AD200E41EDBA5D8B06B26F56052,ZAR,355.81,299,56.81
02BD2137-0890-1EEA-A6C2-BB55C1979465,02BD2137-0890-1EEA-A6C2-BB55C1979019,60,74867AD200E41EDBA5D8B06B26EFC052,ZAR,97.22,81.7,15.52
02BD2137-0890-1EEA-A6C2-BB55C1979466,02BD2137-0890-1EEA-A6C2-BB55C1979019,70,74867AD200E41EDBA5D8B06B26F56052,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1979467,02BD2137-0890-1EEA-A6C2-BB55C1979019,80,74867AD200E41EDBA5D8B06B26EFC052,ZAR,291.67,245.1,46.57
02BD2137-0890-1EEA-A6C2-BB55C1979468,02BD2137-0890-1EEA-A6C2-BB55C1979019,90,74867AD200E41EDBA5D8B06B26F56052,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1979469,02BD2137-0890-1EEA-A6C2-BB55C1979020,10,74867AD200E41EDBA5D8B06B26EC0052,JPY,5471.62,4598,873.62
02BD2137-0890-1EEA-A6C2-BB55C1979470,02BD2137-0890-1EEA-A6C2-BB55C1979020,20,74867AD200E41EDBA5D8B06B26F74052,JPY,2023,1700,323
02BD2137-0890-1EEA-A6C2-BB55C1979471,02BD2137-0890-1EEA-A6C2-BB55C1979020,30,74867AD200E41EDBA5D8B06B26F1A052,JPY,130.9,110,20.9
02BD2137-0890-1EEA-A6C2-BB55C1979472,02BD2137-0890-1EEA-A6C2-BB55C1979021,10,74867AD200E41EDBA5D8B06B26ED2052,CAD,1535.1,1290,245.1
02BD2137-0890-1EEA-A6C2-BB55C1979473,02BD2137-0890-1EEA-A6C2-BB55C1979021,20,74867AD200E41EDBA5D8B06B26F86052,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1979474,02BD2137-0890-1EEA-A6C2-BB55C1979022,10,74867AD200E41EDBA5D8B06B26F60052,ARS,464.1,390,74.1
02BD2137-0890-1EEA-A6C2-BB55C1979475,02BD2137-0890-1EEA-A6C2-BB55C1979022,20,74867AD200E41EDBA5D8B06B26F06052,ARS,603.33,507,96.33
02BD2137-0890-1EEA-A6C2-BB55C1979476,02BD2137-0890-1EEA-A6C2-BB55C1979022,30,74867AD200E41EDBA5D8B06B26F60052,ARS,154.7,130,24.7
02BD2137-0890-1EEA-A6C2-BB55C1979477,02BD2137-0890-1EEA-A6C2-BB55C1979022,40,74867AD200E41EDBA5D8B06B26F06052,ARS,402.22,338,64.22
02BD2137-0890-1EEA-A6C2-BB55C1979478,02BD2137-0890-1EEA-A6C2-BB55C1979023,10,74867AD200E41EDBA5D8B06B26F76052,EUR,4284,3600,684
02BD2137-0890-1EEA-A6C2-BB55C1979479,02BD2137-0890-1EEA-A6C2-BB55C1979023,20,74867AD200E41EDBA5D8B06B26F1C052,EUR,103.53,87,16.53
02BD2137-0890-1EEA-A6C2-BB55C1979480,02BD2137-0890-1EEA-A6C2-BB55C1979023,30,74867AD200E41EDBA5D8B06B26EC2052,EUR,1638.63,1377,261.63
02BD2137-0890-1EEA-A6C2-BB55C1979481,02BD2137-0890-1EEA-A6C2-BB55C1979023,40,74867AD200E41EDBA5D8B06B26F76052,EUR,4284,3600,684
02BD2137-0890-1EEA-A6C2-BB55C1979482,02BD2137-0890-1EEA-A6C2-BB55C1979023,50,74867AD200E41EDBA5D8B06B26F1C052,EUR,69.02,58,11.02
02BD2137-0890-1EEA-A6C2-BB55C1979483,02BD2137-0890-1EEA-A6C2-BB55C1979023,60,74867AD200E41EDBA5D8B06B26EC2052,EUR,546.21,459,87.21
02BD2137-0890-1EEA-A6C2-BB55C1979484,02BD2137-0890-1EEA-A6C2-BB55C1979023,70,74867AD200E41EDBA5D8B06B26F76052,EUR,2856,2400,456
02BD2137-0890-1EEA-A6C2-BB55C1979485,02BD2137-0890-1EEA-A6C2-BB55C1979024,10,74867AD200E41EDBA5D8B06B26EE2052,EUR,117.81,99,18.81
