NODE_KEY                        ,PRODUCT_ID,TYPE_CODE,CATEGORY                                  ,SUPPLIER_GUID_NODE_KEY            ,TAX_TARIF_CODE,MEASURE_UNIT,WEIGHT_MEASURE   ,WEIGHT_UNIT,CURRENCY_CODE,PRICE               ,WIDTH            ,DEPTH            ,HEIGHT           ,DIM_UNIT,DESCRIPTION
74867AD200E41EDBA5D8B06B26ED4052,HT-1037   ,PR       ,Flat Screen Monitors                      ,74867AD200E41EDBA5D8B06885AD2052  ,1,EA          ,17,KG         ,MXN          ,1230,54.5,22.1,39.1,CM      ,"Optimum Hi-Resolution max. 2016 x 1512 @ 85Hz, Dot Pitch: 0.24mm                                                                                                                                                                                               "
74867AD200E41EDBA5D8B06B26ED6052,HT-1040   ,PR       ,Laser Printers                            ,74867AD200E41EDBA5D8B06885AD4052  ,1,EA          ,32,KG         ,EUR          ,830,51,46,30,CM      ,"Print 2400 dpi image quality color documents at speeds of up to 32 ppm (color) or 36 ppm (monochrome), letter/A4. Powerful 500 MHz processor, 512MB of memory                                                                                                  "
74867AD200E41EDBA5D8B06B26ED8052,HT-1041   ,PR       ,Laser Printers                            ,74867AD200E41EDBA5D8B06885AD6052  ,1,EA          ,23,KG         ,ARS          ,490,48,42,26,CM      ,"Up to 22 ppm color or 24 ppm monochrome A4/letter, powerful 500 MHz processor and 128MB of memory                                                                                                                                                              "
74867AD200E41EDBA5D8B06B26EDA052,HT-1042   ,PR       ,Laser Printers                            ,74867AD200E41EDBA5D8B06885AD8052  ,1,EA          ,17,KG         ,EUR          ,349,53,50,65,CM      ,"Print up to 25 ppm letter and 24 ppm A4 color or monochrome, with a first-page-out-time of less than 13 seconds for monochrome and less than 15 seconds for color                                                                                              "
74867AD200E41EDBA5D8B06B26EDC052,HT-1050   ,PR       ,Ink Jet Printers                          ,74867AD200E41EDBA5D8B06885ADA052  ,1,EA          ,3,KG         ,RUB          ,139,41,41,28,CM      ,"4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB, Ethernet                                                                                                                                               "
74867AD200E41EDBA5D8B06B26EDE052,HT-1051   ,PR       ,Ink Jet Printers                          ,74867AD200E41EDBA5D8B06885ADC052  ,1,EA          ,1.9,KG         ,USD          ,99,46,32,25,CM      ,1000 dpi x 1000 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB - excellent dimensions for the small office                                                                                                             
74867AD200E41EDBA5D8B06B26EE0052,HT-1052   ,PR       ,Ink Jet Printers                          ,74867AD200E41EDBA5D8B06885ADE052  ,1,EA          ,18,KG         ,EUR          ,170,41,41,28,CM      ,"4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB2.0, Ethernet                                                                                                                                            "
74867AD200E41EDBA5D8B06B26EE2052,HT-1055   ,PR       ,Multifunction Printers                    ,74867AD200E41EDBA5D8B06885AE0052  ,1,EA          ,6.3,KG         ,EUR          ,99,55,45,29,CM      ,"1000 dpi x 1000 dpi - up to 16 ppm (mono) / up to 15 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm, 1200dpi x 2400dpi)                                                                                                                               "
74867AD200E41EDBA5D8B06B26EE4052,HT-1056   ,PR       ,Multifunction Printers                    ,74867AD200E41EDBA5D8B06885AE2052  ,1,EA          ,4.3,KG         ,JPY          ,119,51,41.3,22,CM      ,"1200 dpi x 1200 dpi - up to 25 ppm (mono) / up to 24 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm, 2400dpi x 4800dpi, high resolution)                                                                                                              "
74867AD200E41EDBA5D8B06B26EE6052,HT-1060   ,PR       ,Mice                                      ,74867AD200E41EDBA5D8B06885AE4052  ,1,EA          ,0.09,KG         ,EUR          ,9,6,14.5,3.5,CM      ,"Cordless Optical USB Mice, Laptop, Color: Black, Plug&Play                                                                                                                                                                                                     "
74867AD200E41EDBA5D8B06B26EE8052,HT-1061   ,PR       ,Mice                                      ,74867AD200E41EDBA5D8B06885AE6052  ,1,EA          ,0.09,KG         ,EUR          ,7,7,15,3.1,CM      ,"Optical USB, PS/2 Mouse, Color: Blue, 3-button-functionality (incl. Scroll wheel)                                                                                                                                                                              "
74867AD200E41EDBA5D8B06B26EEA052,HT-1062   ,PR       ,Mice                                      ,74867AD200E41EDBA5D8B06885AE8052  ,1,EA          ,0.03,KG         ,ARS          ,11,3,7,4,CM      ,"Optical USB Mouse, Color: Red, 5-button-functionality(incl. Scroll wheel), Plug&Play                                                                                                                                                                           "
74867AD200E41EDBA5D8B06B26EEC052,HT-1063   ,PR       ,Keyboards                                 ,74867AD200E41EDBA5D8B06885AEA052  ,1,EA          ,2.1,KG         ,BRL          ,14,50,21,3.5,CM      ,"Ergonomic USB Keyboard for Desktop, Plug&Play                                                                                                                                                                                                                  "
74867AD200E41EDBA5D8B06B26EEE052,HT-1064   ,PR       ,Keyboards                                 ,74867AD200E41EDBA5D8B06885AEC052  ,1,EA          ,1.8,KG         ,CAD          ,16,52,25,3,CM      ,"Corded Keyboard with special keys for Internet Usability, USB                                                                                                                                                                                                  "
74867AD200E41EDBA5D8B06B26EF0052,HT-1065   ,PR       ,Keyboards                                 ,74867AD200E41EDBA5D8B06885AEE052  ,1,EA          ,2.3,KG         ,CHF          ,26,51.4,23,4,CM      ,"Corded Ergonomic Keyboard with special keys for Media Usability, USB                                                                                                                                                                                           "
74867AD200E41EDBA5D8B06B26EF2052,HT-1066   ,PR       ,Mousepads                                 ,74867AD200E41EDBA5D8B06885AF0052  ,1,EA          ,80,G          ,USD          ,6.99,15,6,0.2,CM      ,Nice mouse pad with ITelO Logo                                                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26EF4052,HT-1067   ,PR       ,Mousepads                                 ,74867AD200E41EDBA5D8B06885AF2052  ,1,EA          ,80,G          ,EUR          ,8.99,15,6,0.2,CM      ,Ergonomic mouse pad with ITelO Logo                                                                                                                                                                                                                            
74867AD200E41EDBA5D8B06B26EF6052,HT-1068   ,PR       ,Mousepads                                 ,74867AD200E41EDBA5D8B06885AF4052  ,1,EA          ,90,G          ,USD          ,12.99,24,24,0.6,CM      ,ITelO Mousepad Special Edition                                                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26EF8052,HT-1069   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885AF6052  ,1,EA          ,45,G          ,JPY          ,14,6,6,3,CM      ,Universal card reader                                                                                                                                                                                                                                          
74867AD200E41EDBA5D8B06B26EFA052,HT-1070   ,PR       ,Graphic Cards                             ,74867AD200E41EDBA5D8B06885AF8052  ,1,EA          ,0.255,KG         ,ARS          ,70.9,22,35,17,CM      ,Proctra X: PCI-E GDDR5 3072MB                                                                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26EFC052,HT-1071   ,PR       ,Graphic Cards                             ,74867AD200E41EDBA5D8B06885AFA052  ,1,EA          ,0.3,KG         ,ZAR          ,81.7,22,35,17,CM      ,"Gladiator XLN: PCI-E GDDR5 3072MB DVI Out, TV Out low-noise                                                                                                                                                                                                    "
74867AD200E41EDBA5D8B06B26EFE052,HT-1072   ,PR       ,Graphic Cards                             ,74867AD200E41EDBA5D8B06885AFC052  ,1,EA          ,0.4,KG         ,USD          ,101.2,22,35,17,CM      ,Hurricane GX: PCI-E 691 GFLOPS game-optimized                                                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26F00052,HT-1073   ,PR       ,Graphic Cards                             ,74867AD200E41EDBA5D8B06885AFE052  ,1,EA          ,0.4,KG         ,EUR          ,139.99,22,35,17,CM      ,"Hurricane GX/LN: PCI-E 691 GFLOPS game-optimized, low-noise.                                                                                                                                                                                                   "
74867AD200E41EDBA5D8B06B26F02052,HT-1080   ,PR       ,Scanners                                  ,74867AD200E41EDBA5D8B06885B00052  ,1,EA          ,2.3,KG         ,INR          ,129,34,48,5,CM      ,Flatbed scanner - 9.600 � 9.600 dpi - 216 x 297 mm - Hi-Speed USB - Bluetooth                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26F04052,HT-1081   ,PR       ,Scanners                                  ,74867AD200E41EDBA5D8B06885B02052  ,1,EA          ,2.4,KG         ,PLN          ,89,31,43,7,CM      ,Flatbed scanner - 9.600 � 9.600 dpi - 216 x 297 mm - SCSI for backward compatibility                                                                                                                                                                           
74867AD200E41EDBA5D8B06B26F06052,HT-1082   ,PR       ,Scanners                                  ,74867AD200E41EDBA5D8B06885B04052  ,1,EA          ,3.2,KG         ,ARS          ,169,33,41,12,CM      ,Flatbed scanner - Letter - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26F08052,HT-1083   ,PR       ,Scanners                                  ,74867AD200E41EDBA5D8B06885B06052  ,1,EA          ,3.2,KG         ,CNY          ,189,35,40,10,CM      ,Flatbed scanner - A4 - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module                                                                                                                                                                                      
74867AD200E41EDBA5D8B06B26F0A052,HT-1085   ,PR       ,Multifunction Printers                    ,74867AD200E41EDBA5D8B06885B08052  ,1,EA          ,23.2,KG         ,DKK          ,1499,45,42,22,CM      ,Copymaster                                                                                                                                                                                                                                                     
74867AD200E41EDBA5D8B06B26F0C052,HT-1090   ,PR       ,Speakers                                  ,74867AD200E41EDBA5D8B06885B0A052  ,1,EA          ,3,KG         ,EUR          ,39,12,10,16,CM      ,PC multimedia speakers - 5 Watt (Total)                                                                                                                                                                                                                        
74867AD200E41EDBA5D8B06B26F0E052,HT-1091   ,PR       ,Speakers                                  ,74867AD200E41EDBA5D8B06885AB2052  ,1,EA          ,1.4,KG         ,EUR          ,26,13,11,17.5,CM      ,PC multimedia speakers - 10 Watt (Total) - 2-way                                                                                                                                                                                                               
74867AD200E41EDBA5D8B06B26F10052,HT-1092   ,PR       ,Speakers                                  ,74867AD200E41EDBA5D8B06885AB4052  ,1,EA          ,2.1,KG         ,EUR          ,45,12.4,10.4,18.1,CM      ,PC multimedia speakers - optimized for Blutooth/A2DP                                                                                                                                                                                                           
74867AD200E41EDBA5D8B06B26F12052,HT-1100   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885AB6052  ,1,EA          ,1.2,KG         ,USD          ,89.9,15,6.5,2.1,CM      ,"Complete package, 1 User, Office Applications (word processing, spreadsheet, presentations)                                                                                                                                                                    "
74867AD200E41EDBA5D8B06B26F14052,HT-1101   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885AB8052  ,1,EA          ,0.8,KG         ,EUR          ,79.9,14,6.7,24,CM      ,"Complete package, 1 User, Image editing, processing                                                                                                                                                                                                            "
74867AD200E41EDBA5D8B06B26F16052,HT-1102   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885ABA052  ,1,EA          ,0.8,KG         ,USD          ,69,16,6,27,CM      ,"Complete package, 1 User, Network Software Utilities, Useful Applications and Documentation                                                                                                                                                                    "
74867AD200E41EDBA5D8B06B26F18052,HT-1103   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885ABC052  ,1,EA          ,0.8,KG         ,EUR          ,77,11,3.4,22,CM      ,"Complete package, 1 User, different Multimedia applications, playing music, watching DVDs, only with this Smart package                                                                                                                                        "
74867AD200E41EDBA5D8B06B26F1A052,HT-1104   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885ABE052  ,1,EA          ,1.1,KG         ,JPY          ,55,10,3,30,CM      ,"Complete package, 1 User, various games for amusement, logic, action, jump&run                                                                                                                                                                                 "
74867AD200E41EDBA5D8B06B26F1C052,HT-1105   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885AC0052  ,1,EA          ,0.7,KG         ,EUR          ,29,16,4,21,CM      ,"Complete package, 1 User, highly recommended for internet users as anti-virus protection                                                                                                                                                                       "
74867AD200E41EDBA5D8B06B26F1E052,HT-1106   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885AC2052  ,1,EA          ,0.9,KG         ,MXN          ,34,17.9,4.2,23.1,CM      ,"Complete package, 1 User, recommended for internet users, protect your PC against cyber-crime                                                                                                                                                                  "
74867AD200E41EDBA5D8B06B26F20052,HT-1107   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885AC4052  ,1,EA          ,0.5,KG         ,ARS          ,29.9,12,1.5,19,CM      ,"Complete package, 1 User, bring your money in your mind, see what you have and what you want                                                                                                                                                                   "
74867AD200E41EDBA5D8B06B26F22052,HT-1110   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885AC6052  ,1,EA          ,0.03,KG         ,USD          ,8.9,20,8,4.3,CM      ,Robust 3m anti-burglary protection for your laptop computer                                                                                                                                                                                                    
74867AD200E41EDBA5D8B06B26F24052,HT-1111   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885AC8052  ,1,EA          ,0.02,KG         ,EUR          ,6.9,31,9,7,CM      ,Robust 1m anti-burglary protection for your desktop computer                                                                                                                                                                                                   
74867AD200E41EDBA5D8B06B26F26052,HT-1112   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885ACA052  ,1,EA          ,0.075,KG         ,GBP          ,39,9,8.2,1.3,CM      ,"Color webcam, color, High-Speed USB                                                                                                                                                                                                                            "
74867AD200E41EDBA5D8B06B26F28052,HT-1113   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885ACC052  ,1,EA          ,0.05,KG         ,EUR          ,2.3,2,2,0.1,CM      ,10 separately packed screen wipes                                                                                                                                                                                                                              
74867AD200E41EDBA5D8B06B26F2A052,HT-1114   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885ACE052  ,1,EA          ,1.8,KG         ,USD          ,31,42,32,7,CM      ,"Notebook bag, plenty of room for stationery and writing materials                                                                                                                                                                                              "
74867AD200E41EDBA5D8B06B26F2C052,HT-1115   ,PR       ,Telecommunications                        ,74867AD200E41EDBA5D8B06885AD0052  ,1,EA          ,0.45,KG         ,CAD          ,49,19.3,18,5,CM      ,"Wireless DSL Router (available in blue, black and silver)                                                                                                                                                                                                      "
74867AD200E41EDBA5D8B06B26F2E052,HT-1116   ,PR       ,Telecommunications                        ,74867AD200E41EDBA5D8B06885AD2052  ,1,EA          ,0.45,KG         ,MXN          ,59,19.3,18,5,CM      ,"Wireless DSL Router / Repeater (available in blue, black and silver)                                                                                                                                                                                           "
74867AD200E41EDBA5D8B06B26F30052,HT-1117   ,PR       ,Telecommunications                        ,74867AD200E41EDBA5D8B06885AD4052  ,1,EA          ,0.45,KG         ,EUR          ,69,19.3,18,5,CM      ,"Wireless DSL Router / Repeater and Print Server (available in blue, black and silver)                                                                                                                                                                          "
74867AD200E41EDBA5D8B06B26F32052,HT-1118   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885AD6052  ,1,EA          ,0.015,KG         ,ARS          ,35,1.5,8.7,1.2,CM      ,USB 2.0 High-Speed 64 GB                                                                                                                                                                                                                                       
74867AD200E41EDBA5D8B06B26F34052,HT-1120   ,PR       ,Keyboards                                 ,74867AD200E41EDBA5D8B06885AD8052  ,1,EA          ,1,KG         ,EUR          ,29,51.4,23,4,CM      ,Cordless Bluetooth Keyboard with English keys                                                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26F36052,HT-1137   ,PR       ,Flat Screen Monitors                      ,74867AD200E41EDBA5D8B06885ADA052  ,1,EA          ,18,KG         ,RUB          ,1430,54,22,38,CM      ,"Optimum Hi-Resolution max. 2048 � 1536 @ 85Hz, Dot Pitch: 0.24mm                                                                                                                                                                                               "
74867AD200E41EDBA5D8B06B26F38052,HT-1138   ,PR       ,Mice                                      ,74867AD200E41EDBA5D8B06885ADC052  ,1,EA          ,0.02,KG         ,USD          ,23,0.3,0.5,1,CM      ,Portable pocket Mouse with retracting cord                                                                                                                                                                                                                     
74867AD200E41EDBA5D8B06B26F3A052,HT-1210   ,PR       ,PCs                                       ,74867AD200E41EDBA5D8B06885ADE052  ,1,EA          ,2.3,KG         ,EUR          ,2399,28,31,43,CM      ,"PC Power Station with 3,4 Ghz quad-core, 32 GB DDR3 SDRAM, feels like a PC, Windows 8 Pro                                                                                                                                                                      "
74867AD200E41EDBA5D8B06B26F3C052,HT-1500   ,PR       ,Servers                                   ,74867AD200E41EDBA5D8B06885AE0052  ,1,EA          ,18,KG         ,EUR          ,5000,34,35,23,CM      ,"Dual socket, quad-core processing server with 1333 MHz Front Side Bus with 10Gb connectivity                                                                                                                                                                   "
74867AD200E41EDBA5D8B06B26F3E052,HT-1501   ,PR       ,Servers                                   ,74867AD200E41EDBA5D8B06885AE2052  ,1,EA          ,25,KG         ,JPY          ,15000,29,30,27,CM      ,"Dual socket, quad-core processing server with 1644 MHz Front Side Bus with 10Gb connectivity                                                                                                                                                                   "
74867AD200E41EDBA5D8B06B26F40052,HT-1502   ,PR       ,Servers                                   ,74867AD200E41EDBA5D8B06885AE4052  ,1,EA          ,35,KG         ,EUR          ,25000,22,27.3,37,CM      ,"Dual socket, quad-core processing server with 1644 MHz Front Side Bus with 100Gb connectivity                                                                                                                                                                  "
74867AD200E41EDBA5D8B06B26F42052,HT-6130   ,PR       ,Flat Screen TVs                           ,74867AD200E41EDBA5D8B06885AE6052  ,1,EA          ,2.6,KG         ,EUR          ,1459,78,22.1,55,CM      ,"32-inch, 1366x768 Pixel, 16:9, HDTV ready                                                                                                                                                                                                                      "
74867AD200E41EDBA5D8B06B26F44052,HT-6131   ,PR       ,Flat Screen TVs                           ,74867AD200E41EDBA5D8B06885AE8052  ,1,EA          ,2.2,KG         ,ARS          ,1199,99.1,26,61,CM      ,"37-inch, 1366x768 Pixel, 16:9, HDTV ready                                                                                                                                                                                                                      "
74867AD200E41EDBA5D8B06B26F46052,HT-6132   ,PR       ,Flat Screen TVs                           ,74867AD200E41EDBA5D8B06885AEA052  ,1,EA          ,1.8,KG         ,BRL          ,899,128,23,79.1,CM      ,"41-inch, 1366x768 Pixel, 16:9, HDTV ready                                                                                                                                                                                                                      "
74867AD200E41EDBA5D8B06B26F48052,HT-7030   ,PR       ,PDAs & Organizers                         ,74867AD200E41EDBA5D8B06885AEC052  ,1,EA          ,0.5,KG         ,CAD          ,549,8.1,13,12.1,CM      ,Our new multifunctional Handheld with phone function in platinum                                                                                                                                                                                               
74867AD200E41EDBA5D8B06B26F4A052,HT-7020   ,PR       ,PDAs & Organizers                         ,74867AD200E41EDBA5D8B06885AEE052  ,1,EA          ,0.5,KG         ,CHF          ,549,8.1,13,12.1,CM      ,Our new multifunctional Handheld with phone function in gold                                                                                                                                                                                                   
74867AD200E41EDBA5D8B06B26F4C052,HT-7010   ,PR       ,PDAs & Organizers                         ,74867AD200E41EDBA5D8B06885AF0052  ,1,EA          ,0.5,KG         ,USD          ,549,8.1,13,12.1,CM      ,Our new multifunctional Handheld with phone function in silver                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26F4E052,HT-7000   ,PR       ,PDAs & Organizers                         ,74867AD200E41EDBA5D8B06885AF2052  ,1,EA          ,0.5,KG         ,EUR          ,549,8.1,13,12.1,CM      ,Our new multifunctional Handheld with phone function in copper                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26F50052,HT-1095   ,PR       ,Headsets                                  ,74867AD200E41EDBA5D8B06885AF4052  ,1,EA          ,80,G          ,USD          ,49,24,19,23,CM      ,"5.1 Headset, 40 Hz-20 kHz, Wireless                                                                                                                                                                                                                            "
74867AD200E41EDBA5D8B06B26F52052,HT-1096   ,PR       ,Headsets                                  ,74867AD200E41EDBA5D8B06885AF6052  ,1,EA          ,130,G          ,JPY          ,39,25,17,19,CM      ,"5.1 Headset, 40 Hz-20 kHz, 3m cable                                                                                                                                                                                                                            "
74867AD200E41EDBA5D8B06B26F54052,HT-1097   ,PR       ,Headsets                                  ,74867AD200E41EDBA5D8B06885AF8052  ,1,EA          ,60,G          ,ARS          ,29,21.3,2.4,19.7,CM      ,"5.1 Headset, 40 Hz-20 kHz, 1m cable                                                                                                                                                                                                                            "
74867AD200E41EDBA5D8B06B26F56052,HT-6123   ,PR       ,MP3 Players                               ,74867AD200E41EDBA5D8B06885AFA052  ,1,EA          ,267,G          ,ZAR          ,299,4,6,0.8,CM      ,"MP3-Player with 80 GB SSD and Color Display, can play movies                                                                                                                                                                                                   "
74867AD200E41EDBA5D8B06B26F58052,HT-6122   ,PR       ,MP3 Players                               ,74867AD200E41EDBA5D8B06885AFC052  ,1,EA          ,266,G          ,USD          ,167,5.1,8,9.2,CM      ,"MP3-Player with 40 GB HDD and Color Display, can play movies                                                                                                                                                                                                   "
74867AD200E41EDBA5D8B06B26F5A052,HT-6121   ,PR       ,MP3 Players                               ,74867AD200E41EDBA5D8B06885AFE052  ,1,EA          ,134,G          ,EUR          ,63,5.1,8,9.2,CM      ,"ITelo Jog-Mate 64 GB HDD and Color Display, can play movies                                                                                                                                                                                                    "
74867AD200E41EDBA5D8B06B26F5C052,HT-6120   ,PR       ,MP3 Players                               ,74867AD200E41EDBA5D8B06885B00052  ,1,EA          ,134,G          ,INR          ,45,1.5,6,1,CM      ,64 GB USB Music-on-a-Stick                                                                                                                                                                                                                                     
74867AD200E41EDBA5D8B06B26F5E052,HT-6111   ,PR       ,Portable Players                          ,74867AD200E41EDBA5D8B06885B02052  ,1,EA          ,3.1,KG         ,PLN          ,288,38,26,6.2,CM      ,"160 GB HDD, CD-RW, DVD+R/RW, DVD-R/RW, MPEG 2 (Video-DVD), MPEG 4, VCD, SVCD, DivX, Xvid                                                                                                                                                                       "
74867AD200E41EDBA5D8B06B26F60052,HT-6110   ,PR       ,Portable Players                          ,74867AD200E41EDBA5D8B06885B04052  ,1,EA          ,2.4,KG         ,ARS          ,130,37,24,6,CM      ,"CD-RW, DVD+R/RW, DVD-R/RW, MPEG 2 (Video-DVD), MPEG 4, VCD, SVCD, DivX, Xvid                                                                                                                                                                                   "
