NODE_KEY                        ,PO_ID     ,PARTNER_GUID_NODE_KEY            ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          ,LIFECYCLE_STATUS,OVERALL_STATUS
74867AD200E41EDBA5D8B0C98DC8A052,300000049,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,"16,756.39","14,081.00","2,675.39",N               ,P             
74867AD200E41EDBA5D8B0C98DC8C052,300000050,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,"7,349.35","6,175.92","1,173.43",N               ,P             
74867AD200E41EDBA5D8B0C98DC8E052,300000051,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"11,252.64","9,456.00","1,796.64",N               ,P             
74867AD200E41EDBA5D8B0C98DC90052,300000052,74867AD200E41EDBA5D8B06885B02052  ,EUR          ,"3,140.41","2,639.00",501.41,N               ,P             
74867AD200E41EDBA5D8B0C98DC92052,300000053,74867AD200E41EDBA5D8B06885ACA052  ,EUR          ,"6,251.07","5,253.00",998.07,N               ,P             
74867AD200E41EDBA5D8B0C98DC94052,300000054,74867AD200E41EDBA5D8B06885AF0052  ,EUR          ,"3,944.82","3,314.97",629.85,N               ,P             
74867AD200E41EDBA5D8B0C98DC96052,300000055,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,"125,635.44","105,576.00","20,059.44",N               ,P             
74867AD200E41EDBA5D8B0C98DC98052,300000056,74867AD200E41EDBA5D8B06885B00052  ,EUR          ,974.61,819,155.61,N               ,P             
74867AD200E41EDBA5D8B0C98DC9A052,300000057,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"3,669.96","3,084.00",585.96,N               ,P             
74867AD200E41EDBA5D8B0C98DC9C052,300000058,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,"7,677.85","6,451.97","1,225.88",N               ,P             
74867AD200E41EDBA5D8B0C98DC9E052,300000059,74867AD200E41EDBA5D8B06885AB2052  ,EUR          ,"3,453.38","2,902.00",551.38,N               ,P             
74867AD200E41EDBA5D8B0C98DCA0052,300000060,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,"12,644.94","10,626.00","2,018.94",N               ,P             
74867AD200E41EDBA5D8B0C98DCA2052,300000061,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,"4,598.16","3,864.00",734.16,N               ,P             
74867AD200E41EDBA5D8B0C98DCA4052,300000062,74867AD200E41EDBA5D8B06885AF4052  ,EUR          ,722.23,606.91,115.32,N               ,P             
74867AD200E41EDBA5D8B0C98DCA6052,300000063,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,"2,354.54","1,978.60",375.94,N               ,P             
74867AD200E41EDBA5D8B0C98DCA8052,300000064,74867AD200E41EDBA5D8B06885ADE052  ,EUR          ,"10,281.60","8,640.00","1,641.60",N               ,P             
74867AD200E41EDBA5D8B0C98DCAA052,300000065,74867AD200E41EDBA5D8B06885AE4052  ,EUR          ,"213,043.32","179,028.00","34,015.32",N               ,P             
74867AD200E41EDBA5D8B0C98DCAC052,300000066,74867AD200E41EDBA5D8B06885AF8052  ,EUR          ,222.41,186.9,35.51,N               ,P             
74867AD200E41EDBA5D8B0C98DCAE052,300000067,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,808.84,679.7,129.14,N               ,P             
74867AD200E41EDBA5D8B0C98DCB0052,300000068,74867AD200E41EDBA5D8B06885ACA052  ,EUR          ,"4,137.63","3,477.00",660.63,N               ,P             
74867AD200E41EDBA5D8B0C98DCB2052,300000069,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,"1,995.63","1,677.00",318.63,N               ,P             
74867AD200E41EDBA5D8B0C98DCB4052,300000070,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,"11,320.47","9,513.00","1,807.47",N               ,P             
74867AD200E41EDBA5D8B0C98DCB6052,300000071,74867AD200E41EDBA5D8B06885AE0052  ,EUR          ,"12,848.43","10,797.00","2,051.43",N               ,P             
74867AD200E41EDBA5D8B0C98DCB8052,300000072,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,514.08,432,82.08,N               ,P             
74867AD200E41EDBA5D8B0C98DCBA052,300000073,74867AD200E41EDBA5D8B06885ACE052  ,EUR          ,"3,260.60","2,740.00",520.6,N               ,P             
74867AD200E41EDBA5D8B0C98DCBC052,300000074,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,"6,117.69","5,140.92",976.77,N               ,P             
74867AD200E41EDBA5D8B0C98DCBE052,300000075,74867AD200E41EDBA5D8B06885ACC052  ,EUR          ,"14,307.48","12,023.10","2,284.38",N               ,P             
74867AD200E41EDBA5D8B0C98DCC0052,300000076,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,"3,510.74","2,950.20",560.54,N               ,P             
74867AD200E41EDBA5D8B0C98DCC2052,300000077,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,"8,979.74","7,546.00","1,433.74",N               ,P             
74867AD200E41EDBA5D8B0C98DCC4052,300000078,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,"5,519.22","4,638.00",881.22,N               ,P             
74867AD200E41EDBA5D8B0C98DCC6052,300000079,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,"14,102.69","11,851.00","2,251.69",N               ,P             
74867AD200E41EDBA5D8B0C98DCC8052,300000080,74867AD200E41EDBA5D8B06885B02052  ,EUR          ,"3,483.13","2,927.00",556.13,N               ,P             
74867AD200E41EDBA5D8B0C98DCCA052,300000081,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,"53,780.86","45,194.00","8,586.86",N               ,P             
74867AD200E41EDBA5D8B0C98DCCC052,300000082,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,"4,872.25","4,094.33",777.92,N               ,P             
74867AD200E41EDBA5D8B0C98DCCE052,300000083,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"8,811.95","7,405.00","1,406.95",N               ,P             
74867AD200E41EDBA5D8B0C98DCD0052,300000084,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,"5,033.70","4,230.00",803.7,N               ,P             
74867AD200E41EDBA5D8B0C98DCD2052,300000085,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"4,031.72","3,388.00",643.72,N               ,P             
74867AD200E41EDBA5D8B0C98DCD4052,300000086,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,"6,282.82","5,279.68","1,003.14",N               ,P             
74867AD200E41EDBA5D8B0C98DCD6052,300000087,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,"12,603.29","10,591.00","2,012.29",N               ,P             
74867AD200E41EDBA5D8B0C98DCD8052,300000088,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,"6,178.48","5,192.00",986.48,N               ,P             
74867AD200E41EDBA5D8B0C98DCDA052,300000089,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,"7,191.17","6,043.00","1,148.17",N               ,P             
74867AD200E41EDBA5D8B0C98DCDC052,300000090,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,"19,331.55","16,245.00","3,086.55",N               ,P             
74867AD200E41EDBA5D8B0C98DCDE052,300000091,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,"3,297.49","2,771.00",526.49,N               ,P             
74867AD200E41EDBA5D8B0C98DCE0052,300000092,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,"1,463.58","1,229.90",233.68,N               ,P             
74867AD200E41EDBA5D8B0C98DCE2052,300000093,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,"7,892.07","6,631.99","1,260.08",N               ,P             
74867AD200E41EDBA5D8B0C98DCE4052,300000094,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,"5,115.77","4,298.97",816.8,N               ,P             
74867AD200E41EDBA5D8B0C98DCE6052,300000095,74867AD200E41EDBA5D8B06885AF6052  ,EUR          ,521.22,438,83.22,N               ,P             
74867AD200E41EDBA5D8B0C98DCE8052,300000096,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,"3,297.49","2,771.00",526.49,N               ,P             
74867AD200E41EDBA5D8B0C98DCEA052,300000097,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,"7,775.46","6,534.00","1,241.46",N               ,P             
74867AD200E41EDBA5D8B0C98DCEC052,300000098,74867AD200E41EDBA5D8B06885AF0052  ,EUR          ,"5,234.80","4,398.99",835.81,N               ,P             
74867AD200E41EDBA5D8B0C98DCEE052,300000099,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,"24,302.18","20,422.00","3,880.18",N               ,P             
74867AD200E41EDBA5D8B0C98DCF0052,300000100,74867AD200E41EDBA5D8B06885AC6052  ,EUR          ,"5,007.75","4,208.20",799.55,N               ,P             
74867AD200E41EDBA5D8B0C98DCF2052,300000101,74867AD200E41EDBA5D8B06885AD0052  ,EUR          ,"3,653.30","3,070.00",583.3,N               ,P             
74867AD200E41EDBA5D8B0C98DCF4052,300000102,74867AD200E41EDBA5D8B06885AC6052  ,EUR          ,"4,074.08","3,423.60",650.48,N               ,P             
74867AD200E41EDBA5D8B0C98DCF6052,300000103,74867AD200E41EDBA5D8B06885AEE052  ,EUR          ,"4,696.93","3,947.00",749.93,N               ,P             
74867AD200E41EDBA5D8B0C98DCF8052,300000104,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,"8,509.64","7,150.96","1,358.68",N               ,P             
74867AD200E41EDBA5D8B0C98DCFA052,300000105,74867AD200E41EDBA5D8B06885ACA052  ,EUR          ,"6,436.71","5,409.00","1,027.71",N               ,P             
74867AD200E41EDBA5D8B0C98DCFC052,300000106,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"2,942.87","2,473.00",469.87,N               ,P             
74867AD200E41EDBA5D8B0C98DCFE052,300000107,74867AD200E41EDBA5D8B06885AF0052  ,EUR          ,"8,509.67","7,150.98","1,358.69",N               ,P             
74867AD200E41EDBA5D8B0C98DD00052,300000108,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,"6,053.53","5,087.00",966.53,N               ,P             
74867AD200E41EDBA5D8B0C98DD02052,300000109,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,"1,113.84",936,177.84,N               ,P             
74867AD200E41EDBA5D8B0C98DD04052,300000110,74867AD200E41EDBA5D8B06885AF4052  ,EUR          ,660.4,554.95,105.45,N               ,P             
74867AD200E41EDBA5D8B0C98DD06052,300000111,74867AD200E41EDBA5D8B06885ACA052  ,EUR          ,"4,676.70","3,930.00",746.7,N               ,P             
74867AD200E41EDBA5D8B0C98DD08052,300000112,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,"7,771.81","6,530.93","1,240.88",N               ,P             
74867AD200E41EDBA5D8B0C98DD0A052,300000113,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,"11,816.17","9,929.55","1,886.62",N               ,P             
74867AD200E41EDBA5D8B0C98DD0C052,300000114,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,"4,523.19","3,801.00",722.19,N               ,P             
74867AD200E41EDBA5D8B0C98DD0E052,300000115,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,"9,935.31","8,349.00","1,586.31",N               ,P             
74867AD200E41EDBA5D8B0C98DD10052,300000116,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,"3,982.93","3,347.00",635.93,N               ,P             
74867AD200E41EDBA5D8B0C98DD12052,300000117,74867AD200E41EDBA5D8B06885ADE052  ,EUR          ,"3,259.41","2,739.00",520.41,N               ,P             
74867AD200E41EDBA5D8B0C98DD14052,300000118,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"4,249.49","3,571.00",678.49,N               ,P             
74867AD200E41EDBA5D8B0C98DD16052,300000119,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,"7,539.84","6,336.00","1,203.84",N               ,P             
74867AD200E41EDBA5D8B0C98DD18052,300000120,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,"11,506.11","9,669.00","1,837.11",N               ,P             
74867AD200E41EDBA5D8B0C98DD1A052,300000121,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,"3,752.07","3,153.00",599.07,N               ,P             
74867AD200E41EDBA5D8B0C98DD1C052,300000122,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,549.78,462,87.78,N               ,P             
74867AD200E41EDBA5D8B0C98DD1E052,300000123,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,"2,343.94","1,969.70",374.24,N               ,P             
74867AD200E41EDBA5D8B0C98DD20052,300000124,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,"6,298.57","5,292.92","1,005.65",N               ,P             
74867AD200E41EDBA5D8B0C98DD22052,300000125,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,"3,510.75","2,950.20",560.55,N               ,P             
74867AD200E41EDBA5D8B0C98DD24052,300000126,74867AD200E41EDBA5D8B06885AD4052  ,EUR          ,"11,738.16","9,864.00","1,874.16",N               ,P             
74867AD200E41EDBA5D8B0C98DD26052,300000127,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,"13,258.98","11,142.00","2,116.98",N               ,P             
74867AD200E41EDBA5D8B0C98DD28052,300000128,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,"16,561.23","13,917.00","2,644.23",N               ,P             
74867AD200E41EDBA5D8B0C98DD2A052,300000129,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,"3,422.44","2,876.00",546.44,N               ,P             
74867AD200E41EDBA5D8B0C98DD2C052,300000130,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,"8,745.31","7,349.00","1,396.31",N               ,P             
74867AD200E41EDBA5D8B0C98DD2E052,300000131,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,"5,961.53","5,009.69",951.84,N               ,P             
74867AD200E41EDBA5D8B0C98DD30052,300000132,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,"31,419.57","26,403.00","5,016.57",N               ,P             
74867AD200E41EDBA5D8B0C98DD32052,300000133,74867AD200E41EDBA5D8B06885AD4052  ,EUR          ,"7,450.59","6,261.00","1,189.59",N               ,P             
74867AD200E41EDBA5D8B0C98DD34052,300000134,74867AD200E41EDBA5D8B06885AD4052  ,EUR          ,"3,803.24","3,196.00",607.24,N               ,P             
74867AD200E41EDBA5D8B0C98DD36052,300000135,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,"7,134.01","5,994.96","1,139.05",N               ,P             
74867AD200E41EDBA5D8B0C98DD38052,300000136,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,"8,212.15","6,900.97","1,311.18",N               ,P             
74867AD200E41EDBA5D8B0C98DD3A052,300000137,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,"3,257.03","2,737.00",520.03,N               ,P             
74867AD200E41EDBA5D8B0C98DD3C052,300000138,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,"2,645.37","2,223.00",422.37,N               ,P             
74867AD200E41EDBA5D8B0C98DD3E052,300000139,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,"7,022.19","5,901.00","1,121.19",N               ,P             
74867AD200E41EDBA5D8B0C98DD40052,300000140,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"7,650.51","6,429.00","1,221.51",N               ,P             
74867AD200E41EDBA5D8B0C98DD42052,300000141,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,"3,986.25","3,349.79",636.46,N               ,P             
74867AD200E41EDBA5D8B0C98DD44052,300000142,74867AD200E41EDBA5D8B06885ACE052  ,EUR          ,"3,778.25","3,175.00",603.25,N               ,P             
74867AD200E41EDBA5D8B0C98DD46052,300000143,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,"9,599.61","8,066.90","1,532.71",N               ,P             
74867AD200E41EDBA5D8B0C98DD48052,300000144,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,"9,859.15","8,285.00","1,574.15",N               ,P             
74867AD200E41EDBA5D8B0C98DD4A052,300000145,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,"7,388.11","6,208.50","1,179.61",N               ,P             
74867AD200E41EDBA5D8B0C98DD4C052,300000146,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,819.91,689,130.91,N               ,P             
74867AD200E41EDBA5D8B0C98DD4E052,300000147,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,"5,922.63","4,977.00",945.63,N               ,P             
74867AD200E41EDBA5D8B0C98DD50052,300000148,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,"5,696.53","4,787.00",909.53,N               ,P             
74867AD200E41EDBA5D8B0C98DD52052,300000149,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"9,157.05","7,695.00","1,462.05",N               ,P             
74867AD200E41EDBA5D8B0C98DD54052,300000150,74867AD200E41EDBA5D8B06885B02052  ,EUR          ,"4,934.93","4,147.00",787.93,N               ,P             
74867AD200E41EDBA5D8B0C98DD56052,300000151,74867AD200E41EDBA5D8B06885B02052  ,EUR          ,"4,934.93","4,147.00",787.93,N               ,P             
74867AD200E41EDBA5D8B0C98DD58052,300000152,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,"2,234.12","1,877.40",356.72,N               ,P             
74867AD200E41EDBA5D8B0C98DD5A052,300000153,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,"4,928.98","4,142.00",786.98,N               ,P             
74867AD200E41EDBA5D8B0C98DD5C052,300000154,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,"2,646.53","2,223.97",422.56,N               ,P             
74867AD200E41EDBA5D8B0C98DD5E052,300000155,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,"3,527.05","2,963.90",563.15,N               ,P             
74867AD200E41EDBA5D8B0C98DD60052,300000156,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,"3,546.16","2,979.97",566.19,N               ,P             
74867AD200E41EDBA5D8B0C98DD62052,300000157,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"6,539.05","5,495.00","1,044.05",N               ,P             
74867AD200E41EDBA5D8B0C98DD64052,300000158,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"3,340.33","2,807.00",533.33,N               ,P             
74867AD200E41EDBA5D8B0C98DD66052,300000159,74867AD200E41EDBA5D8B06885ACC052  ,EUR          ,"3,680.19","3,092.60",587.59,N               ,P             
74867AD200E41EDBA5D8B0C98DD68052,300000160,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,"8,745.31","7,349.00","1,396.31",N               ,P             
74867AD200E41EDBA5D8B0C98DD6A052,300000161,74867AD200E41EDBA5D8B06885B00052  ,EUR          ,828.24,696,132.24,N               ,P             
74867AD200E41EDBA5D8B0C98DD6C052,300000162,74867AD200E41EDBA5D8B06885AF6052  ,EUR          ,584.29,491,93.29,N               ,P             
74867AD200E41EDBA5D8B0C98DD6E052,300000163,74867AD200E41EDBA5D8B06885AFE052  ,EUR          ,"1,765.88","1,483.93",281.95,N               ,P             
74867AD200E41EDBA5D8B0C98DD70052,300000164,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,"8,246.32","6,929.68","1,316.64",N               ,P             
74867AD200E41EDBA5D8B0C98DD72052,300000165,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,"2,992.86","2,515.00",477.86,N               ,P             
74867AD200E41EDBA5D8B0C98DD74052,300000166,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,"1,520.46","1,277.70",242.76,N               ,P             
74867AD200E41EDBA5D8B0C98DD76052,300000167,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,808.84,679.7,129.14,N               ,P             
