NODE_KEY                        ,PARENT_KEY                        ,LANGUAGE,TEXT                                                                                                                                                                                                                                                           
74867AD200E41EDBA5D8B06B26B7A052,74867AD200E41EDBA5D8B06885C96052  ,E       ,Digital Organizer with State-of-the-Art Encryption for Storage and Network Communications                                                                                                                                                                      
74867AD200E41EDBA5D8B06B26B7C052,74867AD200E41EDBA5D8B06885C98052  ,E       ,ITelO Vault SAT                                                                                                                                                                                                                                                
74867AD200E41EDBA5D8B06B26B7E052,74867AD200E41EDBA5D8B06885C9A052  ,E       ,Digital Organizer with State-of-the-Art Encryption for Storage and Secure Stellite Link                                                                                                                                                                        
74867AD200E41EDBA5D8B06B26B80052,74867AD200E41EDBA5D8B06885C9C052  ,E       ,Comfort Easy                                                                                                                                                                                                                                                   
74867AD200E41EDBA5D8B06B26B84052,74867AD200E41EDBA5D8B06885C9E052  ,E       ,32 GB Digital Assistant with high-resolution color screen                                                                                                                                                                                                      
74867AD200E41EDBA5D8B06B26B86052,74867AD200E41EDBA5D8B06885CA0052  ,E       ,Comfort Senior                                                                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26B8A052,74867AD200E41EDBA5D8B06885CA2052  ,E       ,64 GB Digital Assistant with high-resolution color screen and synthesized voice output                                                                                                                                                                         
74867AD200E41EDBA5D8B06B26B8C052,74867AD200E41EDBA5D8B06885CA4052  ,E       ,Ergo Screen E-I                                                                                                                                                                                                                                                
74867AD200E41EDBA5D8B06B26B90052,74867AD200E41EDBA5D8B06885CA6052  ,E       ,"Optimum Hi-Resolution max. 1920 x 1080 @ 85Hz, Dot Pitch: 0.27mm                                                                                                                                                                                               "
74867AD200E41EDBA5D8B06B26B92052,74867AD200E41EDBA5D8B06885CA8052  ,E       ,Ergo Screen E-II                                                                                                                                                                                                                                               
74867AD200E41EDBA5D8B06B26B96052,74867AD200E41EDBA5D8B06885CAA052  ,E       ,"Optimum Hi-Resolution max. 1920 x 1200 @ 85Hz, Dot Pitch: 0.26mm                                                                                                                                                                                               "
74867AD200E41EDBA5D8B06B26B98052,74867AD200E41EDBA5D8B06885CAC052  ,E       ,Ergo Screen E-III                                                                                                                                                                                                                                              
74867AD200E41EDBA5D8B06B26B9C052,74867AD200E41EDBA5D8B06885CAE052  ,E       ,"Optimum Hi-Resolution max. 2560 x 1440 @ 85Hz, Dot Pitch: 0.25mm                                                                                                                                                                                               "
74867AD200E41EDBA5D8B06B26B9E052,74867AD200E41EDBA5D8B06885CB0052  ,E       ,Flat Basic                                                                                                                                                                                                                                                     
74867AD200E41EDBA5D8B06B26BA2052,74867AD200E41EDBA5D8B06885CB2052  ,E       ,"Optimum Hi-Resolution max. 1600 x 1200 @ 85Hz, Dot Pitch: 0.24mm                                                                                                                                                                                               "
74867AD200E41EDBA5D8B06B26BA4052,74867AD200E41EDBA5D8B06885CB4052  ,E       ,Flat Future                                                                                                                                                                                                                                                    
74867AD200E41EDBA5D8B06B26BA8052,74867AD200E41EDBA5D8B06885CB6052  ,E       ,"Optimum Hi-Resolution max. 2048 x 1080 @ 85Hz, Dot Pitch: 0.26mm                                                                                                                                                                                               "
74867AD200E41EDBA5D8B06B26BAA052,74867AD200E41EDBA5D8B06885CB8052  ,E       ,Flat XL                                                                                                                                                                                                                                                        
74867AD200E41EDBA5D8B06B26BAE052,74867AD200E41EDBA5D8B06885CBA052  ,E       ,"Optimum Hi-Resolution max. 2016 x 1512 @ 85Hz, Dot Pitch: 0.24mm                                                                                                                                                                                               "
74867AD200E41EDBA5D8B06B26BB0052,74867AD200E41EDBA5D8B06885CBC052  ,E       ,Laser Professional Eco                                                                                                                                                                                                                                         
74867AD200E41EDBA5D8B06B26BB4052,74867AD200E41EDBA5D8B06885CBE052  ,E       ,"Print 2400 dpi image quality color documents at speeds of up to 32 ppm (color) or 36 ppm (monochrome), letter/A4. Powerful 500 MHz processor, 512MB of memory                                                                                                  "
74867AD200E41EDBA5D8B06B26BB6052,74867AD200E41EDBA5D8B06885CC0052  ,E       ,Laser Basic                                                                                                                                                                                                                                                    
74867AD200E41EDBA5D8B06B26BBA052,74867AD200E41EDBA5D8B06885CC2052  ,E       ,"Up to 22 ppm color or 24 ppm monochrome A4/letter, powerful 500 MHz processor and 128MB of memory                                                                                                                                                              "
74867AD200E41EDBA5D8B06B26BBC052,74867AD200E41EDBA5D8B06885CC4052  ,E       ,Laser Allround                                                                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26BC0052,74867AD200E41EDBA5D8B06885CC6052  ,E       ,"Print up to 25 ppm letter and 24 ppm A4 color or monochrome, with a first-page-out-time of less than 13 seconds for monochrome and less than 15 seconds for color                                                                                              "
74867AD200E41EDBA5D8B06B26BC2052,74867AD200E41EDBA5D8B06885CC8052  ,E       ,Ultra Jet Super Color                                                                                                                                                                                                                                          
74867AD200E41EDBA5D8B06B26BC6052,74867AD200E41EDBA5D8B06885CCA052  ,E       ,"4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB, Ethernet                                                                                                                                               "
74867AD200E41EDBA5D8B06B26BC8052,74867AD200E41EDBA5D8B06885CCC052  ,E       ,Ultra Jet Mobile                                                                                                                                                                                                                                               
74867AD200E41EDBA5D8B06B26BCC052,74867AD200E41EDBA5D8B06885CCE052  ,E       ,1000 dpi x 1000 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB - excellent dimensions for the small office                                                                                                             
74867AD200E41EDBA5D8B06B26BCE052,74867AD200E41EDBA5D8B06885CD0052  ,E       ,Ultra Jet Super Highspeed                                                                                                                                                                                                                                      
74867AD200E41EDBA5D8B06B26BD2052,74867AD200E41EDBA5D8B06885CD2052  ,E       ,"4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB2.0, Ethernet                                                                                                                                            "
74867AD200E41EDBA5D8B06B26BD4052,74867AD200E41EDBA5D8B06885CD4052  ,E       ,Multi Print                                                                                                                                                                                                                                                    
74867AD200E41EDBA5D8B06B26BD8052,74867AD200E41EDBA5D8B06885CD6052  ,E       ,"1000 dpi x 1000 dpi - up to 16 ppm (mono) / up to 15 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm, 1200dpi x 2400dpi)                                                                                                                               "
74867AD200E41EDBA5D8B06B26BDA052,74867AD200E41EDBA5D8B06885CD8052  ,E       ,Multi Color                                                                                                                                                                                                                                                    
74867AD200E41EDBA5D8B06B26BDE052,74867AD200E41EDBA5D8B06885CDA052  ,E       ,"1200 dpi x 1200 dpi - up to 25 ppm (mono) / up to 24 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm, 2400dpi x 4800dpi, high resolution)                                                                                                              "
74867AD200E41EDBA5D8B06B26BE0052,74867AD200E41EDBA5D8B06885CDC052  ,D       ,Schnurlose Computermaus                                                                                                                                                                                                                                        
74867AD200E41EDBA5D8B06B26BE2052,74867AD200E41EDBA5D8B06885CDC052  ,E       ,Cordless Mouse                                                                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26BE4052,74867AD200E41EDBA5D8B06885CDC052  ,S       ,Rat�n inal�mbrico                                                                                                                                                                                                                                              
74867AD200E41EDBA5D8B06B26BE6052,74867AD200E41EDBA5D8B06885CDC052  ,B       ,???? ??????                                                                                                                                                                                                                                                    
74867AD200E41EDBA5D8B06B26BEA052,74867AD200E41EDBA5D8B06885CDE052  ,E       ,"Cordless Optical USB Mice, Laptop, Color: Black, Plug&Play                                                                                                                                                                                                     "
74867AD200E41EDBA5D8B06B26BEC052,74867AD200E41EDBA5D8B06885CE0052  ,D       ,Speed-Computermaus                                                                                                                                                                                                                                             
74867AD200E41EDBA5D8B06B26BEE052,74867AD200E41EDBA5D8B06885CE0052  ,E       ,Speed Mouse                                                                                                                                                                                                                                                    
74867AD200E41EDBA5D8B06B26BF0052,74867AD200E41EDBA5D8B06885CE0052  ,S       ,Rat�n de alta velocidad                                                                                                                                                                                                                                        
74867AD200E41EDBA5D8B06B26BF4052,74867AD200E41EDBA5D8B06885CE2052  ,E       ,"Optical USB, PS/2 Mouse, Color: Blue, 3-button-functionality (incl. Scroll wheel)                                                                                                                                                                              "
74867AD200E41EDBA5D8B06B26BF6052,74867AD200E41EDBA5D8B06885CE4052  ,D       ,Trackball-Maus                                                                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26BF8052,74867AD200E41EDBA5D8B06885CE4052  ,E       ,Track Mouse                                                                                                                                                                                                                                                    
74867AD200E41EDBA5D8B06B26BFA052,74867AD200E41EDBA5D8B06885CE4052  ,S       ,Rat�n de seguimiento                                                                                                                                                                                                                                           
74867AD200E41EDBA5D8B06B26BFC052,74867AD200E41EDBA5D8B06885CE4052  ,B       ,???? ?????                                                                                                                                                                                                                                                     
74867AD200E41EDBA5D8B06B26C00052,74867AD200E41EDBA5D8B06885CE6052  ,E       ,"Optical USB Mouse, Color: Red, 5-button-functionality(incl. Scroll wheel), Plug&Play                                                                                                                                                                           "
74867AD200E41EDBA5D8B06B26C02052,74867AD200E41EDBA5D8B06885CE8052  ,D       ,Ergonomische Tastatur                                                                                                                                                                                                                                          
74867AD200E41EDBA5D8B06B26C04052,74867AD200E41EDBA5D8B06885CE8052  ,E       ,Ergonomic Keyboard                                                                                                                                                                                                                                             
74867AD200E41EDBA5D8B06B26C06052,74867AD200E41EDBA5D8B06885CE8052  ,S       ,Teclado ergon�mico                                                                                                                                                                                                                                             
74867AD200E41EDBA5D8B06B26C08052,74867AD200E41EDBA5D8B06885CE8052  ,B       ,????? ?????????                                                                                                                                                                                                                                                
74867AD200E41EDBA5D8B06B26C0C052,74867AD200E41EDBA5D8B06885CEA052  ,E       ,"Ergonomic USB Keyboard for Desktop, Plug&Play                                                                                                                                                                                                                  "
74867AD200E41EDBA5D8B06B26C0E052,74867AD200E41EDBA5D8B06885CEC052  ,D       ,Internet-Tastatur                                                                                                                                                                                                                                              
74867AD200E41EDBA5D8B06B26C10052,74867AD200E41EDBA5D8B06885CEC052  ,E       ,Internet Keyboard                                                                                                                                                                                                                                              
74867AD200E41EDBA5D8B06B26C12052,74867AD200E41EDBA5D8B06885CEC052  ,S       ,Teclado Internet                                                                                                                                                                                                                                               
74867AD200E41EDBA5D8B06B26C14052,74867AD200E41EDBA5D8B06885CEC052  ,B       ,????? ???????                                                                                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26C18052,74867AD200E41EDBA5D8B06885CEE052  ,E       ,"Corded Keyboard with special keys for Internet Usability, USB                                                                                                                                                                                                  "
74867AD200E41EDBA5D8B06B26C1A052,74867AD200E41EDBA5D8B06885CF0052  ,D       ,Medien-Tastatur                                                                                                                                                                                                                                                
74867AD200E41EDBA5D8B06B26C1C052,74867AD200E41EDBA5D8B06885CF0052  ,E       ,Media Keyboard                                                                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26C1E052,74867AD200E41EDBA5D8B06885CF0052  ,S       ,Teclado medios                                                                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26C20052,74867AD200E41EDBA5D8B06885CF0052  ,B       ,????? ????                                                                                                                                                                                                                                                     
74867AD200E41EDBA5D8B06B26C24052,74867AD200E41EDBA5D8B06885CF2052  ,E       ,"Corded Ergonomic Keyboard with special keys for Media Usability, USB                                                                                                                                                                                           "
74867AD200E41EDBA5D8B06B26C26052,74867AD200E41EDBA5D8B06885CF4052  ,D       ,Mauspad                                                                                                                                                                                                                                                        
74867AD200E41EDBA5D8B06B26C28052,74867AD200E41EDBA5D8B06885CF4052  ,E       ,Mousepad                                                                                                                                                                                                                                                       
74867AD200E41EDBA5D8B06B26C2A052,74867AD200E41EDBA5D8B06885CF4052  ,S       ,Alfombrilla para rat�n                                                                                                                                                                                                                                         
74867AD200E41EDBA5D8B06B26C2C052,74867AD200E41EDBA5D8B06885CF4052  ,B       ,???? ?????                                                                                                                                                                                                                                                     
74867AD200E41EDBA5D8B06B26C30052,74867AD200E41EDBA5D8B06885CF6052  ,E       ,Nice mouse pad with ITelO Logo                                                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26C32052,74867AD200E41EDBA5D8B06885CF8052  ,D       ,Ergonomisches Mauspad                                                                                                                                                                                                                                          
74867AD200E41EDBA5D8B06B26C34052,74867AD200E41EDBA5D8B06885CF8052  ,E       ,Ergo Mousepad                                                                                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26C36052,74867AD200E41EDBA5D8B06885CF8052  ,S       ,Alfombrilla ergon�mica para rat�n                                                                                                                                                                                                                              
74867AD200E41EDBA5D8B06B26C38052,74867AD200E41EDBA5D8B06885CF8052  ,B       ,???? ???????? ?????                                                                                                                                                                                                                                            
74867AD200E41EDBA5D8B06B26C3C052,74867AD200E41EDBA5D8B06885CFA052  ,E       ,Ergonomic mouse pad with ITelO Logo                                                                                                                                                                                                                            
74867AD200E41EDBA5D8B06B26C3E052,74867AD200E41EDBA5D8B06885CFC052  ,D       ,Designer-Mauspad                                                                                                                                                                                                                                               
74867AD200E41EDBA5D8B06B26C40052,74867AD200E41EDBA5D8B06885CFC052  ,E       ,Designer Mousepad                                                                                                                                                                                                                                              
74867AD200E41EDBA5D8B06B26C42052,74867AD200E41EDBA5D8B06885CFC052  ,S       ,Alfombrilla para rat�n de dise�ador                                                                                                                                                                                                                            
74867AD200E41EDBA5D8B06B26C44052,74867AD200E41EDBA5D8B06885CFC052  ,B       ,???? ????? ?????                                                                                                                                                                                                                                               
74867AD200E41EDBA5D8B06B26C48052,74867AD200E41EDBA5D8B06885CFE052  ,E       ,ITelO Mousepad Special Edition                                                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26C4A052,74867AD200E41EDBA5D8B06885D00052  ,D       ,Universal-Kartenleser                                                                                                                                                                                                                                          
74867AD200E41EDBA5D8B06B26C4C052,74867AD200E41EDBA5D8B06885D00052  ,E       ,Universal card reader                                                                                                                                                                                                                                          
74867AD200E41EDBA5D8B06B26C4E052,74867AD200E41EDBA5D8B06885D00052  ,S       ,Lector de tarjetas universal                                                                                                                                                                                                                                   
74867AD200E41EDBA5D8B06B26C50052,74867AD200E41EDBA5D8B06885D00052  ,B       ,???? ??????? ??????????                                                                                                                                                                                                                                        
74867AD200E41EDBA5D8B06B26C54052,74867AD200E41EDBA5D8B06885D02052  ,E       ,Universal card reader                                                                                                                                                                                                                                          
74867AD200E41EDBA5D8B06B26C56052,74867AD200E41EDBA5D8B06885D04052  ,E       ,Proctra X                                                                                                                                                                                                                                                      
74867AD200E41EDBA5D8B06B26C58052,74867AD200E41EDBA5D8B06885D06052  ,E       ,Proctra X: PCI-E GDDR5 3072MB                                                                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26C5A052,74867AD200E41EDBA5D8B06885D08052  ,E       ,Gladiator MX                                                                                                                                                                                                                                                   
74867AD200E41EDBA5D8B06B26C5C052,74867AD200E41EDBA5D8B06885D0A052  ,E       ,"Gladiator XLN: PCI-E GDDR5 3072MB DVI Out, TV Out low-noise                                                                                                                                                                                                    "
74867AD200E41EDBA5D8B06B26C5E052,74867AD200E41EDBA5D8B06885D0C052  ,E       ,Hurricane GX                                                                                                                                                                                                                                                   
74867AD200E41EDBA5D8B06B26C60052,74867AD200E41EDBA5D8B06885D0E052  ,E       ,Hurricane GX: PCI-E 691 GFLOPS game-optimized                                                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26C62052,74867AD200E41EDBA5D8B06885D10052  ,E       ,Hurricane GX/LN                                                                                                                                                                                                                                                
74867AD200E41EDBA5D8B06B26C64052,74867AD200E41EDBA5D8B06885D12052  ,E       ,"Hurricane GX/LN: PCI-E 691 GFLOPS game-optimized, low-noise.                                                                                                                                                                                                   "
74867AD200E41EDBA5D8B06B26C66052,74867AD200E41EDBA5D8B06885D14052  ,E       ,Photo Scan                                                                                                                                                                                                                                                     
74867AD200E41EDBA5D8B06B26C6A052,74867AD200E41EDBA5D8B06885D16052  ,E       ,Flatbed scanner - 9.600 � 9.600 dpi - 216 x 297 mm - Hi-Speed USB - Bluetooth                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26C6C052,74867AD200E41EDBA5D8B06885D18052  ,E       ,Power Scan                                                                                                                                                                                                                                                     
74867AD200E41EDBA5D8B06B26C70052,74867AD200E41EDBA5D8B06885D1A052  ,E       ,Flatbed scanner - 9.600 � 9.600 dpi - 216 x 297 mm - SCSI for backward compatibility                                                                                                                                                                           
74867AD200E41EDBA5D8B06B26C72052,74867AD200E41EDBA5D8B06885D1C052  ,E       ,Jet Scan Professional                                                                                                                                                                                                                                          
74867AD200E41EDBA5D8B06B26C76052,74867AD200E41EDBA5D8B06885D1E052  ,E       ,Flatbed scanner - Letter - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26C78052,74867AD200E41EDBA5D8B06885D20052  ,E       ,Jet Scan Professional                                                                                                                                                                                                                                          
74867AD200E41EDBA5D8B06B26C7C052,74867AD200E41EDBA5D8B06885D22052  ,E       ,Flatbed scanner - A4 - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module                                                                                                                                                                                      
74867AD200E41EDBA5D8B06B26C7E052,74867AD200E41EDBA5D8B06885D24052  ,E       ,Copymaster                                                                                                                                                                                                                                                     
74867AD200E41EDBA5D8B06B26C82052,74867AD200E41EDBA5D8B06885D26052  ,E       ,Copymaster                                                                                                                                                                                                                                                     
74867AD200E41EDBA5D8B06B26C84052,74867AD200E41EDBA5D8B06885D28052  ,E       ,Surround Sound                                                                                                                                                                                                                                                 
74867AD200E41EDBA5D8B06B26C88052,74867AD200E41EDBA5D8B06885D2A052  ,E       ,PC multimedia speakers - 5 Watt (Total)                                                                                                                                                                                                                        
74867AD200E41EDBA5D8B06B26C8A052,74867AD200E41EDBA5D8B06885D2C052  ,E       ,Blaster Extreme                                                                                                                                                                                                                                                
74867AD200E41EDBA5D8B06B26C8E052,74867AD200E41EDBA5D8B06885D2E052  ,E       ,PC multimedia speakers - 10 Watt (Total) - 2-way                                                                                                                                                                                                               
74867AD200E41EDBA5D8B06B26C90052,74867AD200E41EDBA5D8B06885D30052  ,E       ,Sound Booster                                                                                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26C94052,74867AD200E41EDBA5D8B06885D32052  ,E       ,PC multimedia speakers - optimized for Blutooth/A2DP                                                                                                                                                                                                           
74867AD200E41EDBA5D8B06B26C96052,74867AD200E41EDBA5D8B06885D34052  ,E       ,Smart Office                                                                                                                                                                                                                                                   
74867AD200E41EDBA5D8B06B26C9A052,74867AD200E41EDBA5D8B06885D36052  ,E       ,"Complete package, 1 User, Office Applications (word processing, spreadsheet, presentations)                                                                                                                                                                    "
74867AD200E41EDBA5D8B06B26C9C052,74867AD200E41EDBA5D8B06885D38052  ,E       ,Smart Design                                                                                                                                                                                                                                                   
74867AD200E41EDBA5D8B06B26CA0052,74867AD200E41EDBA5D8B06885D3A052  ,E       ,"Complete package, 1 User, Image editing, processing                                                                                                                                                                                                            "
74867AD200E41EDBA5D8B06B26CA2052,74867AD200E41EDBA5D8B06885D3C052  ,E       ,Smart Network                                                                                                                                                                                                                                                  
74867AD200E41EDBA5D8B06B26CA6052,74867AD200E41EDBA5D8B06885D3E052  ,E       ,"Complete package, 1 User, Network Software Utilities, Useful Applications and Documentation                                                                                                                                                                    "
74867AD200E41EDBA5D8B06B26CA8052,74867AD200E41EDBA5D8B06885D40052  ,E       ,Smart Multimedia                                                                                                                                                                                                                                               
74867AD200E41EDBA5D8B06B26CAC052,74867AD200E41EDBA5D8B06885D42052  ,E       ,"Complete package, 1 User, different Multimedia applications, playing music, watching DVDs, only with this Smart package                                                                                                                                        "
74867AD200E41EDBA5D8B06B26CAE052,74867AD200E41EDBA5D8B06885D44052  ,E       ,Smart Games                                                                                                                                                                                                                                                    
74867AD200E41EDBA5D8B06B26CB2052,74867AD200E41EDBA5D8B06885D46052  ,E       ,"Complete package, 1 User, various games for amusement, logic, action, jump&run                                                                                                                                                                                 "
74867AD200E41EDBA5D8B06B26CB4052,74867AD200E41EDBA5D8B06885D48052  ,E       ,Smart Internet Antivirus                                                                                                                                                                                                                                       
